,Type, Floor, Area, Structure, Inarea, Architectural_type, Orientation, Building_structure, Situation, Ratio, Elevator, Years, Price, PerPrice, Region, No
1774,2室1厅1厨1卫,高楼层 (共9层),52㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,63万,12116元/平米,七里河区 七里河区 ,
1775,2室2厅1厨1卫,中楼层 (共30层),92㎡,平层,暂无数据,塔楼,东 南,钢混结构,简装,两梯十户,有,70年,132万,14348元/平米,城关区 东部 ,
1776,2室1厅1厨1卫,低楼层 (共7层),55㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,70万,12728元/平米,城关区 大沙坪 ,
1777,2室1厅1厨1卫,中楼层 (共8层),63㎡,平层,暂无数据,板楼,东南,框架结构,简装,一梯四户,无,70年,77万,12223元/平米,城关区 东部 ,
1778,2室2厅1厨1卫,低楼层 (共11层),98㎡,平层,暂无数据,平房,南 北,框架结构,简装,一梯三户,无,70年,103万,10511元/平米,城关区 雁滩高新区 ,
1779,2室1厅1厨1卫,中楼层 (共8层),60.36㎡,平层,暂无数据,板楼,西南,未知结构,简装,一梯五户,无,70年,65万,10769元/平米,城关区 二热 ,
1780,2室2厅1厨2卫,高楼层 (共8层),107㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,110万,10281元/平米,城关区 大润发 ,
1781,2室1厅1厨1卫,中楼层 (共8层),102.45㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,暂无数据,70年,125万,12202元/平米,城关区 雁滩高新区 ,
1782,2室1厅1厨1卫,中楼层 (共8层),76.77㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,92万,11984元/平米,城关区 五泉广场 ,
1783,2室2厅1厨1卫,中楼层 (共11层),118㎡,平层,110㎡,板楼,南 北,框架结构,精装,一梯两户,暂无数据,70年,189万,16017元/平米,城关区 北面滩 ,
1784,2室2厅1厨1卫,高楼层 (共9层),98㎡,平层,暂无数据,板楼,西 南,框架结构,精装,一梯三户,无,70年,98万,10000元/平米,城关区 大润发 ,
1785,2室1厅1厨1卫,中楼层 (共5层),54㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,70年,140万,25926元/平米,城关区 东方红广场 ,
1786,2室1厅1厨1卫,低楼层 (共9层),87㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯三户,暂无数据,70年,88万,10115元/平米,城关区 大沙坪 ,
1787,2室2厅1厨1卫,高楼层 (共8层),92.38㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,89万,9635元/平米,安宁区 西固区 ,
1788,1室1厅1厨1卫,高楼层 (共9层),54㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,无,70年,80万,14815元/平米,城关区 北面滩 ,
1789,2室2厅1厨1卫,高楼层 (共30层),103.04㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯十户,有,70年,144.8万,14053元/平米,城关区 东部 ,
1790,2室1厅1厨1卫,低楼层 (共6层),62㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,无,70年,68万,10968元/平米,城关区 五泉广场 ,
1791,1室1厅1厨1卫,高楼层 (共26层),55㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯十一户,有,70年,85万,15455元/平米,城关区 大润发 ,
1792,2室1厅1厨1卫,中楼层 (共6层),58.69㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯三户,无,70年,65万,11076元/平米,城关区 二热 ,
1793,2室1厅1厨1卫,低楼层 (共8层),70.5㎡,平层,暂无数据,暂无数据,东 西,未知结构,简装,一梯三户,无,70年,68.8万,9759元/平米,城关区 二热 ,
1794,2室2厅1厨1卫,低楼层 (共30层),92㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,152万,16522元/平米,七里河区 仁恒美林郡 ,
1795,2室0厅1厨1卫,中楼层 (共5层),55㎡,平层,暂无数据,板楼,北 南,砖混结构,简装,一梯三户,无,70年,105万,19091元/平米,城关区 火车站 ,
1796,1室1厅1厨1卫,低楼层 (共33层),51.55㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯十户,有,70年,70万,13580元/平米,七里河区 仁恒美林郡 ,
1797,3室2厅1厨1卫,高楼层 (共8层),109.78㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,115万,10476元/平米,城关区 北面滩 ,
1798,2室1厅1厨1卫,低楼层 (共8层),47㎡,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,无,70年,85万,18086元/平米,城关区 火车站 ,
1799,2室1厅1厨1卫,中楼层 (共8层),47㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,82万,17447元/平米,城关区 火车站 ,
1800,2室2厅1厨1卫,中楼层 (共33层),91㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,143万,15715元/平米,安宁区 罗马花园 ,
1801,2室2厅1厨1卫,高楼层 (共8层),73㎡,平层,53㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,85万,11644元/平米,城关区 火车站 ,
1802,2室1厅1厨1卫,高楼层 (共6层),59.69㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,无,70年,80万,13403元/平米,城关区 东部 ,
1803,2室2厅1厨1卫,低楼层 (共12层),82.85㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,有,70年,126万,15209元/平米,城关区 火车站 ,
1804,2室2厅1厨1卫,中楼层 (共18层),94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,70年,155万,16490元/平米,安宁区 海关 ,
1805,2室2厅1厨1卫,中楼层 (共18层),96㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯两户,有,70年,82万,8542元/平米,七里河区 龚家湾 ,
1806,2室1厅1厨1卫,低楼层 (共6层),53㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,70年,71万,13397元/平米,城关区 二热 ,
1807,2室1厅1厨1卫,低楼层 (共34层),81.85㎡,平层,64.62㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,110万,13440元/平米,安宁区 莫高大道 ,
1808,2室1厅1厨1卫,高楼层 (共17层),98.4㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,有,70年,188万,19106元/平米,城关区 五泉广场 ,
1809,2室1厅1厨1卫,高楼层 (共9层),73.1㎡,平层,暂无数据,板楼,北,框架结构,简装,一梯四户,无,70年,76万,10397元/平米,城关区 雁滩高新区 ,
1810,2室1厅1厨1卫,中楼层 (共8层),60㎡,平层,暂无数据,板楼,西,框架结构,简装,一梯三户,无,70年,60万,10000元/平米,城关区 火车站 ,
1811,2室2厅1厨1卫,中楼层 (共24层),92㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,79万,8587元/平米,安宁区 沙井驿街道 ,
1812,3室2厅1厨1卫,中楼层 (共34层),101㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯六户,有,70年,175万,17327元/平米,城关区 雁滩高新区 ,
1813,2室2厅1厨1卫,中楼层 (共18层),94.45㎡,平层,暂无数据,板楼,南 北,框架结构,精装,两梯三户,有,70年,164万,17364元/平米,城关区 北面滩 ,
1814,2室1厅1厨1卫,高楼层 (共6层),70.07㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,70年,69万,9848元/平米,安宁区 西固区 ,
1815,2室2厅1厨1卫,高楼层 (共32层),93.32㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯五户,有,70年,118.5万,12699元/平米,城关区 雁滩高新区 ,
1816,2室2厅1厨1卫,中楼层 (共8层),126.59㎡,平层,暂无数据,暂无数据,东 西,未知结构,简装,一梯三户,暂无数据,70年,158万,12482元/平米,七里河区 建工局 ,
1817,2室1厅1厨1卫,低楼层 (共6层),37㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,70年,68万,18379元/平米,城关区 大润发 ,
1818,1室1厅1厨1卫,中楼层 (共5层),45.81㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,无,70年,38万,8296元/平米,城关区 西关南关 ,
1819,2室1厅1厨1卫,低楼层 (共14层),77.2㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯四户,有,70年,94万,12177元/平米,七里河区 仁恒美林郡 ,
1820,2室0厅1厨1卫,低楼层 (共6层),49.6㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,无,70年,56万,11291元/平米,西固区 西固区 ,
1821,2室2厅1厨1卫,高楼层 (共33层),130.95㎡,平层,暂无数据,板塔结合,西,框架结构,毛坯,四梯十四户,有,70年,249万,19015元/平米,城关区 西关南关 ,
1822,1室1厅1厨1卫,中楼层 (共33层),59.8㎡,平层,暂无数据,板塔结合,北,框架结构,毛坯,四梯十四户,有,70年,113万,18897元/平米,城关区 西关南关 ,
1823,1室1厅1厨1卫,中楼层 (共33层),130.95㎡,平层,暂无数据,板塔结合,东 北,框架结构,毛坯,四梯十四户,有,70年,249万,19015元/平米,城关区 西关南关 ,
1824,1室1厅1厨1卫,中楼层 (共33层),59.8㎡,平层,暂无数据,板塔结合,东,框架结构,毛坯,四梯十四户,有,70年,117万,19566元/平米,城关区 西关南关 ,
1825,1室1厅0厨0卫,中楼层 (共33层),59.8㎡,平层,暂无数据,板塔结合,东,框架结构,毛坯,四梯十四户,有,70年,119万,19900元/平米,城关区 西关南关 ,
1826,2室2厅1厨1卫,高楼层 (共25层),108.9㎡,平层,暂无数据,板楼,西北,框架结构,简装,两梯八户,有,70年,126.5万,11617元/平米,城关区 雁滩高新区 ,
1827,3室1厅1厨1卫,低楼层 (共24层),108㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,两梯五户,有,70年,155万,14352元/平米,城关区 火车站 ,
1828,2室2厅1厨1卫,低楼层 (共11层),111㎡,平层,暂无数据,板楼,南 北,框架结构,精装,两梯两户,有,70年,148万,13334元/平米,城关区 北面滩 ,
1829,1室1厅1厨1卫,中楼层 (共8层),59.04㎡,平层,暂无数据,平房,南,框架结构,简装,一梯四户,无,70年,67万,11349元/平米,城关区 雁滩高新区 ,
1830,2室2厅1厨1卫,中楼层 (共8层),93㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,70年,85万,9140元/平米,安宁区 安宁高新区 ,
1831,2室2厅1厨1卫,低楼层 (共8层),107㎡,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,无,70年,108万,10094元/平米,城关区 雁滩高新区 ,
1832,2室2厅1厨2卫,低楼层 (共19层),125㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,230万,18400元/平米,城关区 兰大盘旋路 ,
1833,3室1厅1厨1卫,低楼层 (共6层),89㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯三户,无,70年,160万,17978元/平米,城关区 西关南关 ,
1834,3室2厅2厨2卫,中楼层 (共26层),164.3㎡,平层,暂无数据,板楼,南 北,框架结构,简装,两梯两户,有,70年,214万,13025元/平米,城关区 二热 ,
1835,2室2厅1厨1卫,低楼层 (共6层),98.6㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,135万,13692元/平米,城关区 西关南关 ,
1836,4室2厅1厨2卫,低楼层 (共18层),148.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,126万,8494元/平米,城关区 碧桂园 ,
1837,2室0厅1厨1卫,低楼层 (共10层),50㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯七户,无,70年,45万,9000元/平米,城关区 五泉广场 ,
1838,2室2厅1厨1卫,低楼层 (共34层),82.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,110万,13314元/平米,安宁区 莫高大道 ,
1839,2室1厅1厨1卫,高楼层 (共8层),88.42㎡,平层,暂无数据,板楼,东 南,框架结构,简装,一梯三户,无,70年,98万,11084元/平米,七里河区 建工局 ,
1840,2室1厅1厨1卫,高楼层 (共8层),70㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,79.5万,11358元/平米,城关区 大润发 ,
1841,3室2厅1厨1卫,低楼层 (共33层),115.09㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,两梯三户,有,70年,174万,15119元/平米,七里河区 秀川 ,
1842,5室3厅1厨2卫,高楼层 (共12层),208.26㎡,复式,179.88㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,285万,13685元/平米,安宁区 安宁科教城 ,
1843,3室2厅1厨1卫,低楼层 (共6层),89㎡,平层,暂无数据,板塔结合,南 北,框架结构,其他,一梯两户,无,70年,110万,12360元/平米,城关区 北面滩 ,
1844,2室2厅1厨1卫,中楼层 (共31层),98.06㎡,平层,暂无数据,塔楼,南,钢结构,简装,一梯四户,有,70年,155万,15807元/平米,城关区 二热 ,
1845,2室1厅1厨1卫,低楼层 (共18层),89.41㎡,平层,75.54㎡,塔楼,南,框架结构,简装,一梯四户,无,70年,160万,17896元/平米,城关区 兰大盘旋路 ,
1846,3室1厅1厨1卫,高楼层 (共8层),110㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,105万,9546元/平米,城关区 大润发 ,
1847,3室2厅1厨1卫,中楼层 (共8层),112.3㎡,暂无数据,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,110万,9796元/平米,城关区 大沙坪 ,
1848,3室2厅1厨1卫,低楼层 (共32层),126.37㎡,平层,暂无数据,板楼,南 北,框架结构,简装,两梯四户,有,70年,180万,14244元/平米,城关区 北面滩 ,
1849,2室1厅1厨1卫,中楼层 (共6层),48.87㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,无,70年,63万,12892元/平米,城关区 五泉广场 ,
1850,2室2厅1厨1卫,中楼层 (共8层),80㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯两户,无,70年,95万,11875元/平米,城关区 北面滩 ,
1851,3室1厅1厨1卫,低楼层 (共6层),72㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯三户,暂无数据,70年,145万,20139元/平米,城关区 东部 ,
1852,2室0厅1厨1卫,中楼层 (共4层),35㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,82万,23429元/平米,城关区 城关区 ,
1853,2室2厅1厨1卫,低楼层 (共26层),105㎡,平层,暂无数据,板楼,南 北,框架结构,简装,两梯四户,有,70年,98万,9334元/平米,城关区 九州 ,
1854,3室1厅1厨1卫,中楼层 (共6层),110.8㎡,平层,暂无数据,板楼,西北,混合结构,简装,一梯两户,无,70年,106万,9567元/平米,安宁区 安宁区 ,
1855,3室2厅1厨1卫,中楼层 (共34层),120㎡,平层,暂无数据,塔楼,东 西,框架结构,精装,两梯十户,有,70年,117万,9750元/平米,城关区 黄河北 ,
1856,3室2厅1厨2卫,中楼层 (共30层),141.22㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,148万,10481元/平米,城关区 碧桂园 ,
1857,2室1厅1厨1卫,高楼层 (共6层),77.98㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,无,70年,65万,8336元/平米,城关区 九州 ,
1858,2室2厅1厨1卫,高楼层 (共18层),114㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯七户,无,70年,132万,11579元/平米,城关区 黄河北 ,
1859,2室2厅1厨1卫,中楼层 (共26层),88㎡,平层,暂无数据,板楼,南 东,钢混结构,精装,两梯四户,有,70年,95万,10796元/平米,城关区 碧桂园 ,
1860,2室2厅1厨1卫,高楼层 (共26层),89㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,95万,10675元/平米,城关区 碧桂园 ,
1861,2室1厅1厨1卫,高楼层 (共18层),41㎡,平层,暂无数据,暂无数据,南,未知结构,精装,两梯八户,有,70年,82万,20000元/平米,西固区 西固区 ,
1862,3室2厅1厨2卫,高楼层 (共31层),143㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,70年,134万,9371元/平米,城关区 碧桂园 ,
1863,3室2厅1厨1卫,中楼层 (共26层),113㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,126万,11151元/平米,城关区 碧桂园 ,
1864,1室1厅1厨1卫,中楼层 (共26层),66.52㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯八户,有,70年,73万,10975元/平米,城关区 碧桂园 ,
1865,2室1厅1厨1卫,中楼层 (共7层),71.6㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,81万,11313元/平米,西固区 西固区 ,
1866,1室1厅1厨1卫,高楼层 (共7层),56.5㎡,平层,暂无数据,暂无数据,东,未知结构,精装,两梯三户,有,70年,55.8万,9877元/平米,西固区 西固区 ,
1867,3室1厅1厨1卫,低楼层 (共6层),101.76㎡,平层,暂无数据,板楼,南 北,未知结构,简装,一梯三户,无,70年,80万,7862元/平米,城关区 九州 ,
1868,1室1厅1厨1卫,高楼层 (共30层),52.82㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯十二户,有,70年,57.2万,10830元/平米,城关区 碧桂园 ,
1869,1室1厅1厨1卫,高楼层 (共30层),52㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯十二户,有,70年,78万,15000元/平米,城关区 碧桂园 ,
1870,2室1厅1厨1卫,高楼层 (共30层),80㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯六户,有,70年,118万,14750元/平米,安宁区 刘家堡 ,
1871,4室2厅1厨2卫,中楼层 (共26层),171㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,175万,10234元/平米,城关区 碧桂园 ,
1872,2室2厅1厨2卫,高楼层 (共12层),118㎡,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,有,70年,165万,13984元/平米,城关区 五泉广场 ,
1873,2室2厅1厨1卫,中楼层 (共31层),101.3㎡,平层,暂无数据,板楼,南 北,框架结构,精装,两梯五户,有,70年,127万,12538元/平米,城关区 九州 ,
1874,1室1厅1厨1卫,中楼层 (共8层),59.46㎡,平层,暂无数据,暂无数据,南,未知结构,简装,一梯三户,无,70年,57.9万,9738元/平米,西固区 西固区 ,
1875,3室2厅1厨2卫,高楼层 (共31层),136㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,70年,140万,10295元/平米,城关区 碧桂园 ,
1876,2室1厅1厨1卫,高楼层 (共6层),63㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,75万,11905元/平米,城关区 大沙坪 ,
1877,2室1厅1厨1卫,高楼层 (共6层),46㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,70年,59万,12827元/平米,西固区 西固区 ,
1878,2室2厅1厨1卫,低楼层 (共6层),92.8㎡,平层,暂无数据,板楼,西,砖混结构,简装,一梯两户,无,70年,101万,10884元/平米,西固区 西固区 ,
1879,2室2厅1厨1卫,高楼层 (共33层),95㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,70年,100万,10527元/平米,城关区 碧桂园 ,
1880,2室1厅1厨1卫,中楼层 (共8层),47.16㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,暂无数据,70年,51.8万,10984元/平米,西固区 西固区 ,
1881,2室1厅1厨1卫,中楼层 (共33层),93㎡,平层,暂无数据,板楼,西北,框架结构,简装,一梯六户,无,70年,139万,14947元/平米,城关区 北面滩 ,
1882,1室0厅1厨1卫,中楼层 (共30层),44㎡,平层,暂无数据,板楼,东 南,钢混结构,精装,两梯十户,有,70年,48万,10910元/平米,城关区 碧桂园 ,
1883,3室2厅1厨1卫,中楼层 (共11层),137.02㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,有,70年,128万,9342元/平米,西固区 西固区 ,
1884,2室2厅1厨1卫,高楼层 (共6层),90.72㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,92万,10142元/平米,西固区 西固区 ,
1885,2室2厅1厨1卫,低楼层 (共33层),95.56㎡,平层,76.42㎡,板楼,西南,钢混结构,简装,一梯六户,无,70年,159万,16639元/平米,安宁区 费家营十子 ,
1886,2室2厅1厨1卫,高楼层 (共18层),109.95㎡,平层,86.27㎡,板楼,东南,钢混结构,精装,一梯八户,无,70年,143万,13006元/平米,城关区 雁滩高新区 ,
1887,2室2厅1厨1卫,低楼层 (共22层),95.72㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯六户,有,70年,153万,15985元/平米,七里河区 仁恒美林郡 ,
1888,2室2厅1厨1卫,高楼层 (共34层),82.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,117万,14184元/平米,安宁区 莫高大道 ,
1889,2室2厅1厨1卫,低楼层 (共33层),94㎡,平层,暂无数据,板楼,西南,框架结构,精装,两梯七户,有,70年,170万,18086元/平米,城关区 兰大盘旋路 ,
1890,2室1厅1厨1卫,高楼层 (共24层),56㎡,平层,暂无数据,板楼,东,框架结构,毛坯,两梯十七户,有,70年,78万,13929元/平米,城关区 大润发 ,
1891,2室2厅1厨1卫,低楼层 (共33层),98㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,三梯十户,有,70年,126万,12858元/平米,城关区 兰大盘旋路 ,
1892,1室1厅1厨1卫,中楼层 (共32层),42㎡,平层,暂无数据,板楼,南,钢混结构,精装,六梯三十二户,有,50年,商水,民电,53万,12620元/平米
1893,2室2厅1厨1卫,高楼层 (共33层),94㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,两梯四户,有,70年,128万,13618元/平米,七里河区 仁恒美林郡 ,
1894,2室2厅1厨1卫,中楼层 (共33层),96㎡,平层,暂无数据,暂无数据,南,未知结构,简装,两梯四户,有,70年,125万,13021元/平米,七里河区 上西园 ,
1895,2室1厅1厨1卫,高楼层 (共17层),90.42㎡,平层,暂无数据,板楼,北 南,钢结构,简装,一梯三户,有,70年,92万,10175元/平米,七里河区 龚家湾 ,
1896,1室2厅1厨2卫,中楼层 (共6层),150㎡,复式,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,248万,16534元/平米,城关区 北面滩 ,
1897,1室1厅1厨1卫,低楼层 (共6层),49.8㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,50万,10041元/平米,城关区 大沙坪 ,
1898,2室1厅1厨1卫,中楼层 (共30层),81.42㎡,平层,暂无数据,板塔结合,东,框架结构,简装,两梯十四户,有,70年,104万,12774元/平米,七里河区 建工局 ,
1899,2室1厅1厨1卫,低楼层 (共30层),81.45㎡,平层,暂无数据,板塔结合,东,框架结构,简装,两梯十四户,有,70年,108万,13260元/平米,七里河区 建工局 ,
1900,2室1厅1厨2卫,中楼层 (共34层),101㎡,平层,暂无数据,暂无数据,东南,未知结构,精装,一梯七户,暂无数据,70年,85万,8416元/平米,七里河区 小西湖 ,
1901,1室1厅1厨1卫,低楼层 (共30层),50.69㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯十户,有,70年,70万,13810元/平米,城关区 东部 ,
1902,1室1厅1厨1卫,高楼层 (共32层),48㎡,平层,暂无数据,板楼,东,钢混结构,精装,两梯八户,有,70年,82万,17084元/平米,七里河区 仁恒美林郡 ,
1903,2室1厅1厨1卫,低楼层 (共8层),73.53㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,73.5万,9996元/平米,七里河区 上西园 ,
1904,1室1厅1厨1卫,高楼层 (共29层),57.7㎡,平层,暂无数据,塔楼,北,框架结构,精装,八梯二十二户,有,70年,86万,14905元/平米,城关区 大润发 ,
1905,2室1厅1厨1卫,低楼层 (共11层),65.67㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,一梯三户,有,70年,95万,14467元/平米,七里河区 仁恒美林郡 ,
1906,1室1厅1厨1卫,低楼层 (共31层),52.98㎡,平层,暂无数据,板楼,东南,框架结构,简装,三梯六户,有,70年,96万,18121元/平米,城关区 兰大盘旋路 ,
1907,2室2厅1厨1卫,低楼层 (共8层),101㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,110万,10892元/平米,城关区 大润发 ,
1908,1室1厅1厨1卫,高楼层 (共30层),51㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯十户,有,70年,72万,14118元/平米,城关区 东部 ,
1909,1室1厅1厨1卫,低楼层 (共7层),59.5㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,无,70年,84万,14118元/平米,城关区 北面滩 ,
1910,2室2厅1厨1卫,低楼层 (共6层),76㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯两户,无,70年,140万,18422元/平米,城关区 大润发 ,
1911,2室2厅1厨1卫,低楼层 (共34层),98㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,两梯四户,有,70年,70万,7143元/平米,七里河区 龚家湾 ,
1912,1室1厅0厨1卫,中楼层 (共32层),42㎡,平层,暂无数据,板楼,北,钢混结构,毛坯,六梯三十二户,有,70年,47万,11191元/平米,安宁区 安宁高新区 ,
1913,2室1厅1厨1卫,高楼层 (共8层),57.62㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯三户,无,70年,72万,12496元/平米,城关区 大润发 ,
1914,1室0厅1厨1卫,高楼层 (共34层),37.18㎡,平层,暂无数据,板楼,北,钢混结构,简装,三梯十三户,有,70年,54.9万,14767元/平米,城关区 城关区 ,
1915,2室1厅1厨1卫,中楼层 (共8层),70㎡,平层,暂无数据,板楼,东 西,框架结构,精装,一梯三户,无,70年,115万,16429元/平米,七里河区 建工局 ,
1916,2室1厅1厨1卫,低楼层 (共33层),95.48㎡,平层,暂无数据,平房,东 东南,框架结构,毛坯,三梯八户,有,70年,145万,15187元/平米,七里河区 建工局 ,
1917,2室1厅1厨1卫,中楼层 (共9层),83.84㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,暂无数据,70年,110万,13121元/平米,城关区 兰大盘旋路 ,
1918,1室1厅1厨1卫,低楼层 (共30层),33㎡,平层,暂无数据,板楼,西,钢混结构,简装,两梯十七户,有,70年,46万,13940元/平米,安宁区 安宁科教城 ,
1919,3室2厅1厨1卫,高楼层 (共27层),113㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,两梯四户,有,70年,179万,15841元/平米,城关区 大润发 ,
1920,1室1厅1厨1卫,中楼层 (共33层),59.8㎡,平层,暂无数据,板塔结合,东,框架结构,毛坯,四梯十四户,有,70年,117万,19566元/平米,城关区 西关南关 ,
1921,2室1厅1厨1卫,中楼层 (共33层),107.87㎡,平层,暂无数据,板塔结合,东,框架结构,毛坯,四梯十四户,有,70年,211万,19561元/平米,城关区 西关南关 ,
1922,1室1厅1厨1卫,中楼层 (共33层),66.76㎡,平层,暂无数据,板塔结合,东,框架结构,毛坯,四梯十四户,有,70年,130万,19473元/平米,城关区 西关南关 ,
1923,3室1厅1厨1卫,中楼层 (共33层),107.87㎡,平层,暂无数据,板塔结合,西,框架结构,毛坯,四梯十四户,有,70年,215万,19932元/平米,城关区 西关南关 ,
1924,3室2厅1厨1卫,中楼层 (共33层),130.95㎡,平层,暂无数据,板塔结合,南 北,框架结构,毛坯,四梯十四户,有,70年,256万,19550元/平米,城关区 西关南关 ,
1925,2室1厅1厨1卫,高楼层 (共9层),97.19㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,有,70年,118万,12142元/平米,城关区 东部 ,
1926,1室1厅1厨1卫,高楼层 (共29层),48㎡,平层,暂无数据,板楼,东,框架结构,毛坯,两梯十二户,有,70年,55万,11459元/平米,城关区 北面滩 ,
1927,2室2厅1厨1卫,中楼层 (共33层),106㎡,平层,暂无数据,板楼,西南,框架结构,精装,两梯七户,有,70年,199万,18774元/平米,城关区 大润发 ,
