,Type, Floor, Area, Structure, Inarea, Architectural_type, Orientation, Building_structure, Situation, Ratio, Elevator, Years, Price, PerPrice, Region, No
2297,2室1厅1厨1卫,高楼层 (共8层),76.7㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,72万,9388元/平米,西固区 西固区 ,
2298,3室2厅1厨2卫,高楼层 (共18层),126.13㎡,暂无数据,99.62㎡,板楼,南 北,钢混结构,精装,两梯两户,有,70年,122万,9673元/平米,城关区 碧桂园 ,
2299,2室2厅1厨2卫,高楼层 (共11层),124.7㎡,暂无数据,108.82㎡,板楼,东 西,框架结构,简装,一梯两户,有,70年,149万,11949元/平米,西固区 西固区 ,
2300,3室2厅1厨1卫,中楼层 (共12层),138.88㎡,暂无数据,109.58㎡,板楼,东 西,框架结构,简装,两梯两户,有,70年,195万,14041元/平米,城关区 西关南关 ,
2301,4室2厅1厨2卫,中楼层 (共30层),199.55㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,两梯四户,有,70年,190万,9522元/平米,西固区 西固区 ,
2302,2室2厅1厨1卫,高楼层 (共12层),99.64㎡,暂无数据,81.52㎡,板楼,南,框架结构,简装,一梯四户,有,70年,138万,13850元/平米,西固区 西固区 ,
2303,2室2厅1厨1卫,高楼层 (共8层),89.3㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,99.9万,11188元/平米,安宁区 费家营十子 ,
2304,4室2厅1厨3卫,低楼层 (共32层),270㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,两梯三户,有,70年,510万,18889元/平米,城关区 北面滩 ,
2305,4室2厅1厨2卫,低楼层 (共22层),210㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,410万,19524元/平米,城关区 北面滩 ,
2306,4室2厅1厨2卫,中楼层 (共10层),165㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,230万,13940元/平米,安宁区 安宁庭院 ,
2307,4室2厅1厨2卫,低楼层 (共33层),174㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,70年,218万,12529元/平米,城关区 雁滩高新区 ,
2308,5室3厅2厨2卫,高楼层 (共18层),257.34㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,300万,11658元/平米,安宁区 海关 ,
2309,4室2厅1厨2卫,中楼层 (共28层),176.43㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯三户,无,70年,365万,20689元/平米,城关区 北面滩 ,
2310,3室2厅1厨2卫,中楼层 (共8层),160.6㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯五户,无,70年,130万,8095元/平米,安宁区 安宁庭院 ,
2311,4室2厅1厨2卫,低楼层 (共33层),174㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,236万,13564元/平米,城关区 雁滩高新区 ,
2312,5室2厅1厨3卫,低楼层 (共25层),288㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,302.4万,10500元/平米,城关区 碧桂园 ,
2313,4室2厅1厨5卫,低楼层 (共44层),272.33㎡,暂无数据,214.79㎡,板楼,南 北,钢混结构,精装,两梯两户,有,70年,630万,23134元/平米,城关区 大润发 ,
2314,3室2厅1厨1卫,低楼层 (共7层),100.5㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,120.6万,12000元/平米,七里河区 七里河区 ,
2315,4室2厅1厨4卫,中楼层 (共32层),273.79㎡,暂无数据,暂无数据,板楼,南 北,框架结构,毛坯,两梯三户,有,70年,450万,16436元/平米,城关区 北面滩 ,
2316,3室2厅1厨2卫,高楼层 (共12层),132㎡,暂无数据,暂无数据,板楼,东 南 北,框架结构,精装,一梯四户,有,70年,160万,12122元/平米,城关区 北面滩 ,
2317,4室2厅1厨2卫,低楼层 (共33层),176㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,255万,14489元/平米,安宁区 罗马花园 ,
2318,4室2厅1厨2卫,高楼层 (共6层),155㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,165.5万,10678元/平米,城关区 雁滩高新区 ,
2319,3室2厅1厨2卫,低楼层 (共6层),138㎡,暂无数据,暂无数据,板楼,南 北,框架结构,毛坯,一梯两户,无,70年,155万,11232元/平米,城关区 北面滩 ,
2320,3室2厅1厨1卫,低楼层 (共33层),114.82㎡,暂无数据,暂无数据,暂无数据,南 北,钢混结构,精装,一梯三户,暂无数据,70年,116万,10103元/平米,七里河区 郑家庄 ,
2321,1室1厅1厨1卫,低楼层 (共8层),30.24㎡,暂无数据,暂无数据,塔楼,东 西,砖混结构,简装,一梯七户,无,70年,69万,22818元/平米,城关区 东方红广场 ,
2322,3室0厅1厨1卫,高楼层 (共7层),47.55㎡,暂无数据,47.55㎡,板楼,东 西 北,砖混结构,简装,一梯三户,无,70年,105万,22083元/平米,城关区 兰大盘旋路 ,
2323,1室0厅1厨1卫,中楼层 (共32层),60.7㎡,暂无数据,48.26㎡,塔楼,南,钢混结构,简装,两梯八户,有,70年,123万,20264元/平米,城关区 兰大盘旋路 ,
2324,2室2厅1厨1卫,中楼层 (共26层),94㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯六户,有,70年,125万,13298元/平米,城关区 兰大盘旋路 ,
2325,1室1厅1厨1卫,高楼层 (共6层),45.43㎡,暂无数据,41.13㎡,板塔结合,南,混合结构,简装,一梯三户,无,70年,69.5万,15299元/平米,城关区 东方红广场 ,
2326,1室1厅1厨1卫,高楼层 (共18层),35㎡,暂无数据,暂无数据,板楼,东,框架结构,简装,一梯十五户,无,70年,59万,16858元/平米,城关区 火车站 ,
2327,3室2厅1厨1卫,高楼层 (共6层),103㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,115万,11166元/平米,城关区 九州 ,
2328,2室1厅1厨1卫,中楼层 (共18层),53㎡,暂无数据,暂无数据,板楼,东 西,框架结构,精装,一梯十五户,无,70年,100万,18868元/平米,城关区 火车站 ,
2329,3室2厅1厨1卫,高楼层 (共12层),230㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯十二户,暂无数据,70年,300万,13044元/平米,城关区 北面滩 ,
2330,2室2厅1厨1卫,中楼层 (共8层),113.27㎡,暂无数据,暂无数据,板楼,东,框架结构,简装,一梯三户,无,70年,103万,9094元/平米,城关区 雁滩高新区 ,
2331,3室2厅1厨2卫,中楼层 (共26层),133㎡,暂无数据,暂无数据,板楼,北 南,钢混结构,精装,两梯三户,有,70年,125万,9399元/平米,城关区 碧桂园 ,
2332,3室2厅1厨1卫,中楼层 (共24层),106.27㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,110万,10351元/平米,城关区 碧桂园 ,
2333,2室2厅1厨1卫,低楼层 (共8层),68㎡,暂无数据,暂无数据,暂无数据,东 西,未知结构,简装,一梯两户,无,70年,74万,10883元/平米,城关区 九州 ,
2334,2室1厅1厨1卫,高楼层 (共30层),70.2㎡,暂无数据,暂无数据,板楼,南,框架结构,精装,两梯四户,有,70年,66万,9402元/平米,城关区 九州 ,
2335,3室2厅1厨2卫,高楼层 (共33层),124.66㎡,暂无数据,97.41㎡,板楼,南 西,钢混结构,精装,一梯六户,无,70年,340万,27275元/平米,城关区 火车站 ,
2336,3室2厅1厨2卫,高楼层 (共7层),88㎡,暂无数据,88㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,115万,13069元/平米,城关区 大润发 ,
2337,3室2厅1厨2卫,高楼层 (共30层),130.62㎡,暂无数据,暂无数据,板楼,东 南,钢混结构,简装,三梯十一户,有,70年,160万,12250元/平米,城关区 西关南关 ,
2338,2室2厅1厨1卫,低楼层 (共32层),104.48㎡,暂无数据,81.09㎡,塔楼,南,钢混结构,精装,两梯六户,有,70年,142万,13592元/平米,城关区 黄河北 ,
2339,3室2厅1厨1卫,高楼层 (共9层),128㎡,暂无数据,118.91㎡,板楼,南 北,框架结构,简装,一梯四户,无,70年,136.8万,10688元/平米,城关区 东方红广场 ,
2340,2室2厅1厨1卫,中楼层 (共29层),73.89㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,96.5万,13060元/平米,安宁区 安宁科教城 ,
2341,2室1厅1厨1卫,高楼层 (共6层),113.8㎡,暂无数据,95.99㎡,板楼,南 北,钢混结构,精装,一梯三户,无,70年,121.8万,10703元/平米,城关区 北面滩 ,
2342,3室2厅1厨1卫,低楼层 (共9层),119.48㎡,暂无数据,113.16㎡,板塔结合,南 北,框架结构,精装,一梯三户,无,70年,132万,11048元/平米,城关区 东部 ,
2343,2室1厅1厨1卫,中楼层 (共6层),58.6㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,无,70年,72万,12287元/平米,城关区 雁滩高新区 ,
2344,2室2厅1厨1卫,高楼层 (共32层),93.18㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,70年,128万,13737元/平米,安宁区 费家营十子 ,
2345,2室1厅1厨1卫,高楼层 (共6层),47.6㎡,暂无数据,暂无数据,板楼,东 西,砖混结构,简装,一梯两户,无,70年,58万,12185元/平米,城关区 火车站 ,
2346,3室2厅1厨1卫,高楼层 (共7层),128.78㎡,暂无数据,109.94㎡,板楼,南 北,框架结构,精装,一梯三户,有,70年,160万,12425元/平米,城关区 北面滩 ,
2347,2室2厅1厨1卫,中楼层 (共22层),87.74㎡,暂无数据,70.85㎡,板楼,南,钢混结构,简装,两梯十户,有,70年,105万,11968元/平米,城关区 雁滩高新区 ,
2348,2室1厅1厨1卫,中楼层 (共6层),54.4㎡,暂无数据,暂无数据,板楼,东 西,混合结构,简装,一梯三户,无,70年,115万,21140元/平米,城关区 兰大盘旋路 ,
2349,2室2厅1厨1卫,中楼层 (共8层),97.04㎡,暂无数据,83.51㎡,板塔结合,东 西,框架结构,精装,一梯两户,无,70年,98万,10099元/平米,城关区 二热 ,
2350,2室2厅1厨1卫,高楼层 (共22层),90.04㎡,暂无数据,暂无数据,塔楼,西北,钢混结构,简装,两梯八户,有,70年,240万,26655元/平米,城关区 西关南关 ,
2351,4室1厅1厨1卫,低楼层 (共18层),147㎡,暂无数据,暂无数据,板楼,东 西,框架结构,简装,两梯两户,有,70年,230万,15647元/平米,城关区 西关南关 ,
2352,2室2厅1厨1卫,高楼层 (共8层),94.37㎡,暂无数据,暂无数据,板楼,东 西,钢混结构,简装,一梯三户,无,70年,113万,11975元/平米,七里河区 仁恒美林郡 ,
2353,3室2厅1厨2卫,中楼层 (共18层),142㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,235万,16550元/平米,安宁区 罗马花园 ,
2354,3室2厅1厨2卫,中楼层 (共11层),86.04㎡,暂无数据,暂无数据,板楼,东 南 北,框架结构,精装,一梯四户,无,70年,172万,19991元/平米,城关区 兰大盘旋路 ,
2355,2室1厅1厨1卫,中楼层 (共7层),52.51㎡,暂无数据,52.51㎡,板楼,南 北,框架结构,简装,一梯三户,无,70年,74.5万,14188元/平米,城关区 火车站 ,
2356,3室2厅1厨2卫,高楼层 (共11层),128.3㎡,暂无数据,114.8㎡,板楼,南 北,框架结构,精装,一梯四户,有,70年,173.4万,13514元/平米,城关区 雁滩高新区 ,
2357,3室2厅1厨1卫,低楼层 (共11层),97.16㎡,暂无数据,81.57㎡,板塔结合,南,框架结构,精装,一梯三户,有,70年,103万,10602元/平米,城关区 北面滩 ,
2358,2室1厅1厨1卫,高楼层 (共6层),57㎡,暂无数据,暂无数据,板楼,东 南 北,砖混结构,其他,一梯三户,无,70年,120万,21053元/平米,城关区 火车站 ,
2359,3室1厅1厨1卫,高楼层 (共6层),98.27㎡,暂无数据,87.36㎡,板楼,南 北,混合结构,简装,一梯两户,无,70年,94万,9566元/平米,安宁区 费家营十子 ,
2360,2室1厅1厨1卫,高楼层 (共30层),73㎡,暂无数据,58.55㎡,板楼,南,钢混结构,精装,两梯十户,有,70年,96万,13151元/平米,安宁区 安宁科教城 ,
2361,3室2厅2厨2卫,低楼层 (共14层),149㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,215万,14430元/平米,城关区 北面滩 ,
2362,2室2厅1厨2卫,高楼层 (共22层),120.89㎡,暂无数据,120.89㎡,板塔结合,东 南,钢混结构,简装,一梯十户,无,70年,145万,11995元/平米,城关区 五泉广场 ,
2363,2室2厅1厨1卫,高楼层 (共8层),113.2㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,130万,11485元/平米,城关区 雁滩高新区 ,
2364,2室1厅1厨1卫,中楼层 (共8层),59㎡,暂无数据,56.13㎡,板楼,南,框架结构,简装,一梯三户,无,70年,61万,10339元/平米,安宁区 费家营十子 ,
2365,2室1厅1厨1卫,高楼层 (共10层),114.3㎡,暂无数据,97.15㎡,板楼,南 北,框架结构,精装,一梯三户,无,70年,145万,12686元/平米,城关区 大润发 ,
2366,2室2厅1厨1卫,中楼层 (共33层),92.27㎡,暂无数据,71.95㎡,板楼,南,钢混结构,精装,两梯五户,有,70年,145万,15715元/平米,安宁区 罗马花园 ,
2367,3室2厅1厨2卫,中楼层 (共8层),94.8㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,143万,15085元/平米,城关区 北面滩 ,
2368,3室2厅1厨1卫,低楼层 (共18层),155.77㎡,暂无数据,暂无数据,板楼,东 西,钢混结构,精装,一梯三户,无,70年,220万,14124元/平米,城关区 大润发 ,
2369,2室2厅1厨1卫,高楼层 (共8层),55㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,68万,12364元/平米,城关区 火车站 ,
2370,2室2厅1厨1卫,中楼层 (共9层),115.73㎡,暂无数据,暂无数据,板楼,南,框架结构,简装,一梯四户,无,70年,115万,9937元/平米,城关区 雁滩高新区 ,
2371,2室2厅1厨1卫,低楼层 (共16层),102.1㎡,暂无数据,81.59㎡,塔楼,西南,钢混结构,精装,两梯八户,有,70年,125.8万,12322元/平米,安宁区 海关 ,
2372,2室2厅1厨1卫,低楼层 (共10层),103㎡,暂无数据,87.18㎡,板塔结合,北 南,框架结构,精装,一梯三户,有,70年,120万,11651元/平米,城关区 东部 ,
2373,2室1厅1厨1卫,中楼层 (共8层),60㎡,暂无数据,47㎡,板楼,东 西 北,框架结构,精装,一梯三户,无,70年,63万,10500元/平米,城关区 火车站 ,
2374,2室1厅1厨1卫,中楼层 (共16层),66.65㎡,暂无数据,66.65㎡,塔楼,南 北 东,框架结构,简装,两梯七户,有,70年,95万,14254元/平米,城关区 兰大盘旋路 ,
2375,4室2厅1厨2卫,高楼层 (共6层),171.74㎡,暂无数据,145.3㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,202万,11762元/平米,城关区 北面滩 ,
2376,2室2厅1厨1卫,低楼层 (共32层),96.52㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,125万,12951元/平米,安宁区 莫高大道 ,
2377,2室2厅1厨1卫,高楼层 (共8层),75.92㎡,暂无数据,54.6㎡,板楼,东 西,框架结构,精装,一梯两户,无,70年,88万,11592元/平米,城关区 西关南关 ,
2378,3室1厅1厨1卫,低楼层 (共6层),74.93㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,125万,16683元/平米,城关区 兰大盘旋路 ,
2379,2室2厅1厨1卫,低楼层 (共8层),74.74㎡,暂无数据,68㎡,板楼,南 北,框架结构,简装,一梯三户,无,70年,88万,11775元/平米,城关区 北面滩 ,
2380,2室1厅1厨1卫,高楼层 (共8层),76.99㎡,暂无数据,暂无数据,板楼,东 西,框架结构,精装,两梯三户,有,70年,95万,12340元/平米,城关区 火车站 ,
2381,2室2厅1厨1卫,中楼层 (共24层),100.05㎡,暂无数据,75.44㎡,板楼,南 北,框架结构,精装,两梯四户,有,70年,156万,15593元/平米,城关区 北面滩 ,
2382,2室2厅1厨1卫,低楼层 (共33层),92.82㎡,暂无数据,72.42㎡,板楼,南,钢混结构,简装,两梯四户,有,70年,123万,13252元/平米,安宁区 海关 ,
2383,2室2厅1厨1卫,中楼层 (共9层),91.15㎡,暂无数据,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,198万,21723元/平米,城关区 兰大盘旋路 ,
2384,2室1厅1厨1卫,高楼层 (共32层),59.6㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,两梯六户,有,70年,50万,8390元/平米,城关区 火车站 ,
2385,2室2厅1厨2卫,中楼层 (共18层),104.24㎡,暂无数据,暂无数据,板塔结合,西南,钢混结构,精装,两梯四户,有,70年,148万,14199元/平米,安宁区 海关 ,
2386,2室1厅1厨1卫,低楼层 (共6层),67.1㎡,暂无数据,67㎡,板楼,东 西,混合结构,简装,一梯三户,无,70年,118万,17586元/平米,七里河区 龚家湾 ,
2387,1室1厅1厨1卫,高楼层 (共7层),38㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,53万,13948元/平米,城关区 火车站 ,
2388,2室1厅1厨1卫,高楼层 (共8层),71.06㎡,暂无数据,57.63㎡,暂无数据,南 东,未知结构,简装,六梯四户,有,70年,70万,9851元/平米,城关区 黄河北 ,
2389,2室0厅1厨1卫,低楼层 (共3层),48.5㎡,暂无数据,暂无数据,塔楼,南 北,混合结构,简装,一梯三户,无,70年,95万,19588元/平米,城关区 兰大盘旋路 ,
2390,3室2厅1厨1卫,中楼层 (共19层),189.03㎡,暂无数据,暂无数据,塔楼,西北,钢混结构,简装,两梯二十户,有,70年,210万,11110元/平米,城关区 火车站 ,
2391,2室2厅1厨1卫,低楼层 (共6层),80㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,280万,35000元/平米,城关区 五泉广场 ,
2392,3室1厅1厨1卫,低楼层 (共6层),67.8㎡,暂无数据,暂无数据,暂无数据,南 北,框架结构,简装,一梯三户,无,70年,74.5万,10989元/平米,城关区 东部 ,
2393,3室1厅1厨1卫,低楼层 (共6层),80㎡,暂无数据,暂无数据,塔楼,南 北,混合结构,简装,一梯两户,无,70年,174万,21750元/平米,城关区 兰大盘旋路 ,
2394,3室2厅1厨1卫,中楼层 (共16层),153.6㎡,暂无数据,暂无数据,板楼,南 西 东,框架结构,简装,两梯十一户,有,70年,223万,14519元/平米,城关区 西关南关 ,
2395,3室2厅1厨1卫,中楼层 (共16层),153.6㎡,暂无数据,暂无数据,暂无数据,南 西 北,未知结构,简装,一梯四户,暂无数据,70年,190万,12370元/平米,城关区 西关南关 ,
2396,4室2厅1厨2卫,高楼层 (共18层),149.49㎡,暂无数据,117.86㎡,板楼,南 北,钢混结构,精装,两梯两户,有,50年,135万,9031元/平米,城关区 碧桂园 ,
2397,4室2厅1厨3卫,低楼层 (共25层),200.95㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,198万,9854元/平米,城关区 碧桂园 ,
2398,4室2厅1厨2卫,高楼层 (共18层),140.98㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,142万,10073元/平米,城关区 碧桂园 ,
2399,4室2厅1厨2卫,中楼层 (共18层),151㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,140万,9272元/平米,城关区 碧桂园 ,
