,Type,Floor,Area,Structure,Inarea,Architectural_type,Orientation,Building_structure,Situation,Ratio,Elevator,Years,Price,PerPrice,Region,No,No,No
1713,2室0厅1厨1卫,高楼层 (共6层),49.71,平层,暂无数据,板楼,北 南,框架结构,简装,一梯三户,无,70年,59,11869,城关区,,,
1714,2室1厅1厨1卫,中楼层 (共8层),60,平层,暂无数据,板楼,西,框架结构,精装,一梯三户,无,70年,70,11667,城关区,,,
1715,4室2厅1厨3卫,中楼层 (共32层),286,平层,暂无数据,板楼,西南,框架结构,毛坯,两梯三户,有,70年,440,15385,城关区,,,
1716,2室2厅1厨1卫,低楼层 (共14层),85.39,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯四户,有,70年,107,12531,安宁区,,,
1717,3室1厅1厨1卫,中楼层 (共9层),102,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,120,11765,城关区,,,
1718,2室2厅1厨1卫,中楼层 (共8层),82.14,平层,暂无数据,板楼,东,框架结构,简装,一梯两户,有,70年,90,10957,七里河区,,,
1719,2室0厅1厨1卫,中楼层 (共6层),48.22,平层,暂无数据,板楼,西,混合结构,简装,一梯三户,无,70年,92,19080,城关区,,,
1720,3室2厅1厨1卫,低楼层 (共32层),99.61,平层,暂无数据,板楼,南 北,框架结构,精装,两梯六户,有,70年,180,18071,城关区,,,
1721,1室1厅1厨1卫,低楼层 (共8层),64,平层,暂无数据,板楼,南,框架结构,简装,一梯三户,无,70年,71.5,11172,城关区,,,
1722,2室2厅1厨1卫,高楼层 (共32层),93.16,平层,暂无数据,板楼,南,框架结构,毛坯,两梯五户,有,70年,123.5,13257,城关区,,,
1723,2室1厅1厨1卫,中楼层 (共7层),50.4,平层,暂无数据,板塔结合,南 北,混合结构,精装,一梯三户,暂无数据,70年,70,13889,城关区,,,
1724,2室1厅1厨1卫,高楼层 (共8层),75.15,平层,暂无数据,板塔结合,西,框架结构,简装,一梯三户,无,70年,78.5,10446,城关区,,,
1725,2室1厅1厨1卫,中楼层 (共33层),130.67,平层,暂无数据,板塔结合,东北,框架结构,毛坯,四梯十四户,有,70年,261,19974,城关区,,,
1726,2室1厅1厨1卫,中楼层 (共33层),130.67,平层,暂无数据,板塔结合,东南,框架结构,毛坯,四梯十四户,有,70年,261,19974,城关区,,,
1727,3室1厅1厨1卫,中楼层 (共33层),140.65,平层,暂无数据,板塔结合,北 南,框架结构,毛坯,四梯十四户,有,70年,276,19624,城关区,,,
1728,2室2厅1厨1卫,低楼层 (共25层),92,平层,暂无数据,塔楼,东 西,钢混结构,毛坯,两梯八户,有,70年,120,13044,七里河区,,,
1729,2室2厅1厨1卫,中楼层 (共10层),84.14,平层,暂无数据,板塔结合,东南,框架结构,精装,一梯两户,有,70年,105,12480,城关区,,,
1730,2室1厅1厨1卫,中楼层 (共8层),66.56,平层,暂无数据,板楼,西,框架结构,精装,一梯四户,无,70年,78,11719,城关区,,,
1731,2室2厅1厨1卫,高楼层 (共6层),100.99,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,有,70年,138,13665,城关区,,,
1732,3室1厅1厨1卫,高楼层 (共8层),108,平层,暂无数据,板楼,东 西南,框架结构,精装,一梯三户,无,70年,134,12408,七里河区,,,
1733,2室2厅1厨1卫,低楼层 (共30层),124,平层,暂无数据,板楼,北 南,钢混结构,精装,一梯三户,无,70年,230,18549,城关区,,,
1734,2室1厅1厨1卫,低楼层 (共32层),60,平层,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,108,18000,七里河区,,,
1735,2室1厅1厨1卫,中楼层 (共32层),61,平层,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,108,17705,七里河区,,,
1736,1室1厅1厨1卫,高楼层 (共32层),65,平层,暂无数据,板楼,南,钢混结构,简装,两梯六户,有,70年,92,14154,安宁区,,,
1737,1室1厅1厨1卫,中楼层 (共5层),36.99,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,68,18384,城关区,,,
1738,2室2厅1厨1卫,低楼层 (共33层),100,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,118,11800,安宁区,,,
1739,2室1厅1厨1卫,高楼层 (共8层),76.78,平层,暂无数据,暂无数据,西 南,钢混结构,精装,一梯四户,无,70年,83,10811,七里河区,,,
1740,2室1厅1厨1卫,高楼层 (共6层),46.5,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯三户,无,70年,180,38710,城关区,,,
1741,1室1厅1厨1卫,低楼层 (共3层),38.5,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯四户,无,70年,38,9871,城关区,,,
1742,2室1厅1厨1卫,低楼层 (共8层),78,平层,暂无数据,平房,南 北,框架结构,简装,一梯三户,无,70年,110,14103,城关区,,,
1743,2室2厅1厨1卫,高楼层 (共31层),97.27,平层,暂无数据,板楼,东南,钢混结构,精装,两梯五户,有,70年,132,13571,城关区,,,
1744,2室2厅1厨1卫,中楼层 (共33层),93,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,141,15162,安宁区,,,
1745,2室1厅1厨1卫,低楼层 (共34层),94,平层,暂无数据,板楼,东南,框架结构,简装,两梯四户,有,70年,110,11703,城关区,,,
1746,2室2厅1厨1卫,中楼层 (共28层),93.3,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,70年,148,15863,城关区,,,
1747,2室2厅1厨1卫,低楼层 (共12层),91.31,平层,暂无数据,暂无数据,南,未知结构,精装,一梯四户,有,70年,135,14785,城关区,,,
1748,1室1厅1厨1卫,高楼层 (共9层),49,平层,暂无数据,板楼,北,钢混结构,简装,一梯五户,无,70年,65,13266,城关区,,,
1749,2室2厅1厨1卫,低楼层 (共34层),94.5,平层,暂无数据,板楼,南,框架结构,毛坯,一梯四户,无,70年,120,12699,七里河区,,,
1750,2室2厅1厨1卫,高楼层 (共29层),103,平层,暂无数据,板楼,南,框架结构,精装,两梯三户,有,70年,140,13593,安宁区,,,
1751,2室1厅1厨1卫,高楼层 (共6层),60,平层,暂无数据,板楼,南 北,砖混结构,毛坯,一梯三户,无,70年,80,13334,七里河区,,,
1752,3室2厅1厨2卫,高楼层 (共9层),145,平层,106.22㎡,板塔结合,南 北,框架结构,精装,一梯两户,有,70年,176,12138,城关区,,,
1753,2室1厅1厨1卫,高楼层 (共6层),50,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,70年,63,12600,城关区,,,
1754,2室1厅1厨1卫,高楼层 (共9层),70,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,80,11429,城关区,,,
1755,2室2厅1厨1卫,中楼层 (共8层),70,平层,57㎡,板楼,东 西,钢混结构,精装,一梯两户,无,70年,80,11429,城关区,,,
1756,2室2厅1厨1卫,低楼层 (共20层),85.7,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,111,12953,安宁区,,,
1757,2室1厅1厨1卫,低楼层 (共30层),100,平层,暂无数据,板楼,南,框架结构,简装,两梯四户,有,70年,85,8500,城关区,,,
1758,2室2厅1厨1卫,中楼层 (共34层),103.5,平层,暂无数据,板楼,南,框架结构,精装,两梯四户,有,70年,143,13817,安宁区,,,
1759,2室1厅1厨1卫,中楼层 (共5层),52.9,平层,暂无数据,板楼,东 西,砖混结构,简装,一梯两户,无,70年,57,10776,安宁区,,,
1760,2室1厅1厨1卫,高楼层 (共6层),66,平层,57.99㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,70,10607,城关区,,,
1761,2室2厅1厨1卫,高楼层 (共8层),90,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,暂无数据,70年,105,11667,城关区,,,
1762,2室2厅1厨1卫,低楼层 (共18层),103,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,159,15437,安宁区,,,
1763,2室1厅1厨1卫,高楼层 (共9层),73.05,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,无,70年,82,11226,七里河区,,,
1764,2室1厅1厨1卫,低楼层 (共28层),94,平层,暂无数据,板楼,东 北,框架结构,简装,两梯八户,有,70年,92,9788,七里河区,,,
1765,3室2厅1厨1卫,中楼层 (共10层),105,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,有,70年,140,13334,城关区,,,
1766,2室1厅1厨1卫,高楼层 (共7层),52.45,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯三户,无,70年,61,11631,七里河区,,,
1767,2室1厅1厨1卫,高楼层 (共8层),61.1,平层,暂无数据,暂无数据,南,未知结构,简装,一梯三户,暂无数据,70年,75,12275,七里河区,,,
1768,2室1厅1厨1卫,低楼层 (共8层),73.04,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,85,11638,城关区,,,
1769,2室1厅1厨1卫,中楼层 (共8层),89.16,平层,暂无数据,板楼,东南,框架结构,毛坯,一梯两户,无,70年,105,11777,城关区,,,
1770,2室2厅1厨1卫,高楼层 (共8层),73.49,平层,暂无数据,暂无数据,南,未知结构,简装,一梯四户,暂无数据,70年,119.8,16302,七里河区,,,
1771,2室1厅1厨1卫,中楼层 (共8层),59.87,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,75,12528,七里河区,,,
1772,2室2厅1厨1卫,中楼层 (共8层),98.23,平层,86.24㎡,板楼,东 西,框架结构,简装,一梯两户,无,70年,155,15780,城关区,,,
1773,3室2厅1厨1卫,低楼层 (共33层),167,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯三户,无,70年,408,24432,城关区,,,
1774,2室1厅1厨1卫,低楼层 (共6层),70,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,70年,72,10286,安宁区,,,
1775,2室2厅1厨1卫,高楼层 (共8层),98.9,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,128,12943,七里河区,,,
1776,2室2厅1厨1卫,高楼层 (共28层),100,平层,暂无数据,暂无数据,南,未知结构,精装,一梯四户,暂无数据,70年,148.5,14850,七里河区,,,
1777,2室2厅1厨1卫,低楼层 (共34层),82,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,108,13171,安宁区,,,
1778,2室1厅1厨1卫,高楼层 (共9层),52,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,63,12116,七里河区,,,
1779,2室2厅1厨1卫,中楼层 (共30层),92,平层,暂无数据,塔楼,东 南,钢混结构,简装,两梯十户,有,70年,132,14348,城关区,,,
1780,2室1厅1厨1卫,低楼层 (共7层),55,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,70,12728,城关区,,,
1781,2室1厅1厨1卫,中楼层 (共8层),63,平层,暂无数据,板楼,东南,框架结构,简装,一梯四户,无,70年,77,12223,城关区,,,
1782,2室2厅1厨1卫,低楼层 (共11层),98,平层,暂无数据,平房,南 北,框架结构,简装,一梯三户,无,70年,103,10511,城关区,,,
1783,2室1厅1厨1卫,中楼层 (共8层),60.36,平层,暂无数据,板楼,西南,未知结构,简装,一梯五户,无,70年,65,10769,城关区,,,
1784,2室2厅1厨2卫,高楼层 (共8层),107,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,110,10281,城关区,,,
1785,2室1厅1厨1卫,中楼层 (共8层),102.45,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,暂无数据,70年,125,12202,城关区,,,
1786,2室1厅1厨1卫,中楼层 (共8层),76.77,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,92,11984,城关区,,,
1787,2室2厅1厨1卫,中楼层 (共11层),118,平层,110㎡,板楼,南 北,框架结构,精装,一梯两户,暂无数据,70年,189,16017,城关区,,,
1788,2室2厅1厨1卫,高楼层 (共9层),98,平层,暂无数据,板楼,西 南,框架结构,精装,一梯三户,无,70年,98,10000,城关区,,,
1789,2室1厅1厨1卫,中楼层 (共5层),54,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,70年,140,25926,城关区,,,
1790,2室1厅1厨1卫,低楼层 (共9层),87,平层,暂无数据,板楼,南,框架结构,简装,一梯三户,暂无数据,70年,88,10115,城关区,,,
1791,2室2厅1厨1卫,高楼层 (共8层),92.38,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,89,9635,安宁区,,,
1792,1室1厅1厨1卫,高楼层 (共9层),54,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,无,70年,80,14815,城关区,,,
1793,2室2厅1厨1卫,高楼层 (共30层),103.04,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯十户,有,70年,144.8,14053,城关区,,,
1794,2室1厅1厨1卫,低楼层 (共6层),62,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,无,70年,68,10968,城关区,,,
1795,1室1厅1厨1卫,高楼层 (共26层),55,平层,暂无数据,板楼,南,钢混结构,精装,两梯十一户,有,70年,85,15455,城关区,,,
1796,2室1厅1厨1卫,中楼层 (共6层),58.69,平层,暂无数据,板楼,东,框架结构,简装,一梯三户,无,70年,65,11076,城关区,,,
1797,2室1厅1厨1卫,低楼层 (共8层),70.5,平层,暂无数据,暂无数据,东 西,未知结构,简装,一梯三户,无,70年,68.8,9759,城关区,,,
1798,2室2厅1厨1卫,低楼层 (共30层),92,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,152,16522,七里河区,,,
1799,2室0厅1厨1卫,中楼层 (共5层),55,平层,暂无数据,板楼,北 南,砖混结构,简装,一梯三户,无,70年,105,19091,城关区,,,
1800,1室1厅1厨1卫,低楼层 (共33层),51.55,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯十户,有,70年,70,13580,七里河区,,,
1801,3室2厅1厨1卫,高楼层 (共8层),109.78,平层,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,115,10476,城关区,,,
1802,2室1厅1厨1卫,低楼层 (共8层),47,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,无,70年,85,18086,城关区,,,
1803,2室1厅1厨1卫,中楼层 (共8层),47,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,82,17447,城关区,,,
1804,2室2厅1厨1卫,中楼层 (共33层),91,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,143,15715,安宁区,,,
1805,2室2厅1厨1卫,高楼层 (共8层),73,平层,53㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,85,11644,城关区,,,
1806,2室1厅1厨1卫,高楼层 (共6层),59.69,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,无,70年,80,13403,城关区,,,
1807,3室2厅1厨2卫,中楼层 (共8层),138,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,155,11232,城关区,,,
1808,2室2厅1厨1卫,低楼层 (共12层),82.85,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,有,70年,126,15209,城关区,,,
1809,2室2厅1厨1卫,中楼层 (共18层),94,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,70年,155,16490,安宁区,,,
1810,2室2厅1厨1卫,中楼层 (共18层),96,平层,暂无数据,板楼,南,框架结构,精装,一梯两户,有,70年,82,8542,七里河区,,,
1811,2室1厅1厨1卫,低楼层 (共6层),53,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,70年,71,13397,城关区,,,
1812,2室1厅1厨1卫,低楼层 (共34层),81.85,平层,64.62㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,110,13440,安宁区,,,
1813,2室1厅1厨1卫,高楼层 (共17层),98.4,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,有,70年,188,19106,城关区,,,
1814,2室1厅1厨1卫,高楼层 (共9层),73.1,平层,暂无数据,板楼,北,框架结构,简装,一梯四户,无,70年,76,10397,城关区,,,
1815,2室1厅1厨1卫,中楼层 (共8层),60,平层,暂无数据,板楼,西,框架结构,简装,一梯三户,无,70年,60,10000,城关区,,,
1816,2室2厅1厨1卫,中楼层 (共24层),92,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,79,8587,安宁区,,,
1817,3室2厅1厨1卫,中楼层 (共34层),101,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯六户,有,70年,175,17327,城关区,,,
1818,2室2厅1厨1卫,中楼层 (共18层),94.45,平层,暂无数据,板楼,南 北,框架结构,精装,两梯三户,有,70年,164,17364,城关区,,,
1819,2室1厅1厨1卫,高楼层 (共6层),70.07,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,70年,69,9848,安宁区,,,
1820,2室2厅1厨1卫,高楼层 (共32层),93.32,平层,暂无数据,板楼,南,框架结构,毛坯,两梯五户,有,70年,118.5,12699,城关区,,,
1821,2室2厅1厨1卫,中楼层 (共8层),126.59,平层,暂无数据,暂无数据,东 西,未知结构,简装,一梯三户,暂无数据,70年,158,12482,七里河区,,,
1822,2室1厅1厨1卫,低楼层 (共6层),37,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,70年,68,18379,城关区,,,
1823,1室1厅1厨1卫,中楼层 (共5层),45.81,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,无,70年,38,8296,城关区,,,
1824,2室1厅1厨1卫,低楼层 (共14层),77.2,平层,暂无数据,板楼,东南,钢混结构,简装,两梯四户,有,70年,94,12177,七里河区,,,
1825,2室0厅1厨1卫,低楼层 (共6层),49.6,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,无,70年,56,11291,西固区,,,
1826,2室2厅1厨1卫,高楼层 (共33层),130.95,平层,暂无数据,板塔结合,西,框架结构,毛坯,四梯十四户,有,70年,249,19015,城关区,,,
1827,1室1厅1厨1卫,中楼层 (共33层),59.8,平层,暂无数据,板塔结合,北,框架结构,毛坯,四梯十四户,有,70年,113,18897,城关区,,,
1828,1室1厅1厨1卫,中楼层 (共33层),130.95,平层,暂无数据,板塔结合,东 北,框架结构,毛坯,四梯十四户,有,70年,249,19015,城关区,,,
1829,1室1厅1厨1卫,中楼层 (共33层),59.8,平层,暂无数据,板塔结合,东,框架结构,毛坯,四梯十四户,有,70年,117,19566,城关区,,,
1830,1室1厅0厨0卫,中楼层 (共33层),59.8,平层,暂无数据,板塔结合,东,框架结构,毛坯,四梯十四户,有,70年,119,19900,城关区,,,
1831,2室2厅1厨1卫,高楼层 (共25层),108.9,平层,暂无数据,板楼,西北,框架结构,简装,两梯八户,有,70年,126.5,11617,城关区,,,
1832,3室1厅1厨1卫,低楼层 (共24层),108,平层,暂无数据,板塔结合,北,钢混结构,简装,两梯五户,有,70年,155,14352,城关区,,,
1833,2室2厅1厨1卫,低楼层 (共11层),111,平层,暂无数据,板楼,南 北,框架结构,精装,两梯两户,有,70年,148,13334,城关区,,,
1834,1室1厅1厨1卫,中楼层 (共8层),59.04,平层,暂无数据,平房,南,框架结构,简装,一梯四户,无,70年,67,11349,城关区,,,
1835,2室2厅1厨1卫,中楼层 (共8层),93,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,70年,85,9140,安宁区,,,
1836,2室2厅1厨1卫,低楼层 (共8层),107,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,无,70年,108,10094,城关区,,,
1837,2室2厅1厨2卫,低楼层 (共19层),125,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,230,18400,城关区,,,
1838,3室1厅1厨1卫,低楼层 (共6层),89,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯三户,无,70年,160,17978,城关区,,,
1839,3室2厅2厨2卫,中楼层 (共26层),164.3,平层,暂无数据,板楼,南 北,框架结构,简装,两梯两户,有,70年,214,13025,城关区,,,
1840,2室2厅1厨1卫,低楼层 (共6层),98.6,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,135,13692,城关区,,,
1841,4室2厅1厨2卫,低楼层 (共18层),148.35,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,126,8494,城关区,,,
1842,2室0厅1厨1卫,低楼层 (共10层),50,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯七户,无,70年,45,9000,城关区,,,
1843,2室2厅1厨1卫,低楼层 (共34层),82.62,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,110,13314,安宁区,,,
1844,2室1厅1厨1卫,高楼层 (共8层),88.42,平层,暂无数据,板楼,东 南,框架结构,简装,一梯三户,无,70年,98,11084,七里河区,,,
1845,2室1厅1厨1卫,高楼层 (共8层),70,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,79.5,11358,城关区,,,
1846,3室2厅1厨1卫,低楼层 (共33层),115.09,平层,暂无数据,暂无数据,南 北,钢混结构,精装,两梯三户,有,70年,174,15119,七里河区,,,
1847,5室3厅1厨2卫,高楼层 (共12层),208.26,复式,179.88㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,285,13685,安宁区,,,
1848,3室2厅1厨1卫,低楼层 (共6层),89,平层,暂无数据,板塔结合,南 北,框架结构,其他,一梯两户,无,70年,110,12360,城关区,,,
1849,2室2厅1厨1卫,中楼层 (共31层),98.06,平层,暂无数据,塔楼,南,钢结构,简装,一梯四户,有,70年,155,15807,城关区,,,
1850,2室1厅1厨1卫,低楼层 (共18层),89.41,平层,75.54㎡,塔楼,南,框架结构,简装,一梯四户,无,70年,160,17896,城关区,,,
1851,3室1厅1厨1卫,高楼层 (共8层),110,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,105,9546,城关区,,,
1852,3室2厅1厨1卫,低楼层 (共32层),126.37,平层,暂无数据,板楼,南 北,框架结构,简装,两梯四户,有,70年,180,14244,城关区,,,
1853,2室1厅1厨1卫,中楼层 (共6层),48.87,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,无,70年,63,12892,城关区,,,
1854,3室1厅1厨1卫,低楼层 (共6层),72,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯三户,暂无数据,70年,145,20139,城关区,,,
1855,2室2厅1厨1卫,低楼层 (共26层),105,平层,暂无数据,板楼,南 北,框架结构,简装,两梯四户,有,70年,98,9334,城关区,,,
1856,3室1厅1厨1卫,中楼层 (共6层),110.8,平层,暂无数据,板楼,西北,混合结构,简装,一梯两户,无,70年,106,9567,安宁区,,,
1857,3室2厅1厨1卫,中楼层 (共34层),120,平层,暂无数据,塔楼,东 西,框架结构,精装,两梯十户,有,70年,117,9750,城关区,,,
1858,3室2厅1厨2卫,中楼层 (共30层),141.22,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,148,10481,城关区,,,
1859,2室1厅1厨1卫,高楼层 (共6层),77.98,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,无,70年,65,8336,城关区,,,
1860,2室2厅1厨1卫,高楼层 (共18层),114,平层,暂无数据,板楼,南 北,框架结构,简装,一梯七户,无,70年,132,11579,城关区,,,
1861,2室2厅1厨1卫,中楼层 (共26层),88,平层,暂无数据,板楼,南 东,钢混结构,精装,两梯四户,有,70年,95,10796,城关区,,,
1862,2室2厅1厨1卫,高楼层 (共26层),89,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,95,10675,城关区,,,
1863,2室1厅1厨1卫,高楼层 (共18层),41,平层,暂无数据,暂无数据,南,未知结构,精装,两梯八户,有,70年,82,20000,西固区,,,
1864,3室2厅1厨2卫,高楼层 (共31层),143,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,70年,134,9371,城关区,,,
1865,3室2厅1厨1卫,中楼层 (共26层),113,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,126,11151,城关区,,,
1866,1室1厅1厨1卫,中楼层 (共26层),66.52,平层,暂无数据,板楼,南,钢混结构,精装,三梯八户,有,70年,73,10975,城关区,,,
1867,2室1厅1厨1卫,中楼层 (共7层),71.6,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,81,11313,西固区,,,
1868,1室1厅1厨1卫,高楼层 (共7层),56.5,平层,暂无数据,暂无数据,东,未知结构,精装,两梯三户,有,70年,55.8,9877,西固区,,,
1869,3室1厅1厨1卫,低楼层 (共6层),101.76,平层,暂无数据,板楼,南 北,未知结构,简装,一梯三户,无,70年,80,7862,城关区,,,
1870,1室1厅1厨1卫,高楼层 (共30层),52.82,平层,暂无数据,板楼,南,钢混结构,精装,两梯十二户,有,70年,57.2,10830,城关区,,,
1871,1室1厅1厨1卫,高楼层 (共30层),52,平层,暂无数据,板楼,南,钢混结构,精装,两梯十二户,有,70年,78,15000,城关区,,,
1872,2室1厅1厨1卫,高楼层 (共30层),80,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯六户,有,70年,118,14750,安宁区,,,
1873,4室2厅1厨2卫,中楼层 (共26层),171,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,175,10234,城关区,,,
1874,2室2厅1厨2卫,高楼层 (共12层),118,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,有,70年,165,13984,城关区,,,
1875,2室2厅1厨1卫,中楼层 (共31层),101.3,平层,暂无数据,板楼,南 北,框架结构,精装,两梯五户,有,70年,127,12538,城关区,,,
1876,1室1厅1厨1卫,中楼层 (共8层),59.46,平层,暂无数据,暂无数据,南,未知结构,简装,一梯三户,无,70年,57.9,9738,西固区,,,
1877,3室2厅1厨2卫,高楼层 (共31层),136,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,70年,140,10295,城关区,,,
1878,2室1厅1厨1卫,高楼层 (共6层),63,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,75,11905,城关区,,,
1879,2室1厅1厨1卫,高楼层 (共6层),46,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,70年,59,12827,西固区,,,
1880,2室2厅1厨1卫,低楼层 (共6层),92.8,平层,暂无数据,板楼,西,砖混结构,简装,一梯两户,无,70年,101,10884,西固区,,,
1881,2室2厅1厨1卫,高楼层 (共33层),95,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,70年,100,10527,城关区,,,
1882,2室1厅1厨1卫,中楼层 (共8层),47.16,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,暂无数据,70年,51.8,10984,西固区,,,
1883,2室1厅1厨1卫,中楼层 (共33层),93,平层,暂无数据,板楼,西北,框架结构,简装,一梯六户,无,70年,139,14947,城关区,,,
1884,1室0厅1厨1卫,中楼层 (共30层),44,平层,暂无数据,板楼,东 南,钢混结构,精装,两梯十户,有,70年,48,10910,城关区,,,
1885,3室2厅1厨1卫,中楼层 (共11层),137.02,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,有,70年,128,9342,西固区,,,
1886,2室2厅1厨1卫,高楼层 (共6层),90.72,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,92,10142,西固区,,,
1887,2室2厅1厨1卫,低楼层 (共33层),95.56,平层,76.42㎡,板楼,西南,钢混结构,简装,一梯六户,无,70年,159,16639,安宁区,,,
1888,2室2厅1厨1卫,高楼层 (共18层),109.95,平层,86.27㎡,板楼,东南,钢混结构,精装,一梯八户,无,70年,143,13006,城关区,,,
1889,2室2厅1厨1卫,低楼层 (共22层),95.72,平层,暂无数据,板楼,东北,钢混结构,精装,两梯六户,有,70年,153,15985,七里河区,,,
1890,2室2厅1厨1卫,高楼层 (共34层),82.49,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,117,14184,安宁区,,,
1891,2室2厅1厨1卫,低楼层 (共33层),94,平层,暂无数据,板楼,西南,框架结构,精装,两梯七户,有,70年,170,18086,城关区,,,
1892,2室1厅1厨1卫,高楼层 (共24层),56,平层,暂无数据,板楼,东,框架结构,毛坯,两梯十七户,有,70年,78,13929,城关区,,,
