房屋户型	所在楼层	建筑面积	户型结构	套内面积	建筑类型	房屋朝向	建筑结构	装修情况	梯户比例	配备电梯	产权年限	房屋总价	每平米售价	房屋地区
2室2厅1厨1卫	低楼层 (共9层)	91.64㎡	平层	76.47㎡	板塔结合	南 北	框架结构	精装	一梯三户	无	70年	125万	13641元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共9层)	110.38㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	一梯三户	有	70年	135万	12231元/平米	城关区 东部 	
2室1厅1厨1卫	高楼层 (共8层)	93㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯两户	无	70年	92万	9893元/平米	七里河区 郑家庄 	
2室1厅1厨1卫	高楼层 (共7层)	68.46㎡	平层	暂无数据	板楼	东 西	混合结构	简装	一梯两户	无	70年	100万	14608元/平米	城关区 五泉广场 	
2室1厅1厨1卫	中楼层 (共8层)	53.14㎡	平层	45.63㎡	板楼	东 西	框架结构	简装	一梯四户	无	70年	63.5万	11950元/平米	城关区 东部 	
2室2厅1厨1卫	高楼层 (共12层)	108.11㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	132万	12210元/平米	城关区 东部 	
1室1厅1厨1卫	中楼层 (共9层)	53.44㎡	平层	暂无数据	板楼	西	框架结构	简装	一梯四户	无	70年	60万	11228元/平米	城关区 大沙坪 	
1室2厅1厨1卫	低楼层 (共32层)	65㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯六户	有	70年	91万	14000元/平米	安宁区 莫高大道 	
1室1厅1厨1卫	高楼层 (共32层)	68.5㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯八户	有	70年	89.9万	13125元/平米	安宁区 安宁庭院 	
2室1厅1厨1卫	高楼层 (共7层)	91.87㎡	平层	暂无数据	板塔结合	南	框架结构	精装	一梯三户	无	70年	138万	15022元/平米	城关区 东部 	
2室1厅1厨1卫	高楼层 (共32层)	93.12㎡	平层	暂无数据	板楼	东南	框架结构	毛坯	两梯四户	有	70年	130万	13961元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共34层)	82.49㎡	平层	64.61㎡	板楼	南	钢混结构	精装	两梯四户	有	70年	112万	13578元/平米	安宁区 莫高大道 	
2室1厅1厨1卫	中楼层 (共8层)	47㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯三户	无	70年	73万	15532元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共30层)	97㎡	平层	暂无数据	板塔结合	东南	框架结构	精装	四梯十四户	有	70年	145万	14949元/平米	城关区 下西园 	
3室2厅1厨1卫	高楼层 (共26层)	135.1㎡	平层	暂无数据	板楼	东 南	框架结构	简装	一梯四户	无	70年	189万	13990元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共29层)	90.74㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯六户	有	70年	132.8万	14636元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共14层)	77.92㎡	平层	暂无数据	板塔结合	西 北	框架结构	精装	一梯五户	有	70年	120万	15401元/平米	城关区 五泉广场 	
3室2厅1厨2卫	高楼层 (共6层)	142.85㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	178万	12461元/平米	城关区 北面滩 	
1室1厅1厨1卫	低楼层 (共16层)	52.96㎡	平层	暂无数据	板楼	东	框架结构	精装	一梯四户	无	70年	66万	12463元/平米	城关区 雁滩高新区 	
3室2厅1厨1卫	高楼层 (共33层)	127㎡	平层	暂无数据	平房	南 北	框架结构	精装	两梯四户	有	70年	145万	11418元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共28层)	91.7㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯四户	无	70年	130万	14177元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共32层)	99.7㎡	平层	暂无数据	板塔结合	南 北	框架结构	毛坯	两梯六户	有	70年	140万	14043元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共33层)	95㎡	平层	暂无数据	板楼	东	钢混结构	毛坯	两梯五户	有	70年	160万	16843元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共6层)	84㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯两户	无	70年	150万	17858元/平米	城关区 大润发 	
2室2厅1厨1卫	中楼层 (共6层)	77㎡	平层	暂无数据	板塔结合	南 北	框架结构	精装	一梯两户	无	70年	125万	16234元/平米	城关区 大润发 	
2室2厅1厨1卫	中楼层 (共6层)	86㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	无	70年	145万	16861元/平米	城关区 大润发 	
2室2厅1厨1卫	高楼层 (共6层)	96㎡	平层	暂无数据	暂无数据	南 北	未知结构	精装	一梯两户	无	70年	165万	17188元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共32层)	76.92㎡	平层	暂无数据	板楼	东 南	框架结构	简装	一梯八户	有	70年	121万	15731元/平米	城关区 东部 	
1室1厅1厨1卫	高楼层 (共9层)	50.22㎡	平层	暂无数据	板楼	东	框架结构	简装	一梯五户	无	70年	83万	16528元/平米	城关区 西关南关 	
3室2厅1厨2卫	低楼层 (共18层)	149.8㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	有	70年	219万	14620元/平米	城关区 大润发 	
2室1厅1厨1卫	中楼层 (共8层)	100.75㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	100万	9926元/平米	七里河区 龚家湾 	
2室2厅1厨1卫	低楼层 (共24层)	98㎡	平层	暂无数据	板塔结合	南	钢混结构	毛坯	一梯四户	有	70年	124万	12654元/平米	七里河区 秀川 	
2室2厅2厨2卫	中楼层 (共33层)	120.4㎡	平层	暂无数据	板塔结合	东南	钢混结构	精装	两梯四户	有	70年	175万	14535元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共28层)	103㎡	平层	暂无数据	暂无数据	南 北	钢混结构	精装	两梯四户	有	70年	140万	13593元/平米	七里河区 秀川 	
2室2厅1厨1卫	中楼层 (共28层)	72㎡	平层	暂无数据	塔楼	东南	钢混结构	简装	一梯八户	无	70年	145万	20139元/平米	城关区 火车站 	
3室2厅1厨2卫	低楼层 (共14层)	151㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	有	70年	290万	19206元/平米	城关区 北面滩 	
2室1厅1厨1卫	低楼层 (共34层)	87㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯五户	有	70年	138万	15863元/平米	安宁区 海关 	
2室2厅1厨1卫	高楼层 (共8层)	97.76㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	175万	17901元/平米	城关区 东方红广场 	
2室0厅1厨1卫	高楼层 (共6层)	45.1㎡	平层	暂无数据	板楼	东 西	砖混结构	简装	一梯三户	无	70年	135万	29934元/平米	城关区 兰大盘旋路 	
3室0厅1厨1卫	高楼层 (共6层)	54.5㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯两户	无	70年	134万	24588元/平米	城关区 东方红广场 	
2室1厅1厨1卫	高楼层 (共32层)	61.5㎡	平层	暂无数据	板楼	西北	钢混结构	简装	两梯六户	有	70年	110万	17887元/平米	七里河区 仁恒美林郡 	
3室2厅1厨2卫	中楼层 (共7层)	126.55㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	185万	14619元/平米	城关区 大润发 	
2室1厅1厨1卫	中楼层 (共22层)	74.81㎡	平层	54.81㎡	塔楼	东	钢混结构	精装	两梯八户	有	70年	160万	21388元/平米	城关区 西关南关 	
1室1厅1厨1卫	中楼层 (共8层)	55㎡	平层	38.9㎡	板楼	西	钢混结构	简装	一梯四户	无	70年	86万	15637元/平米	城关区 西关南关 	
2室2厅1厨2卫	高楼层 (共23层)	128㎡	平层	暂无数据	板塔结合	东	框架结构	简装	两梯十户	有	70年	194万	15157元/平米	城关区 西关南关 	
2室1厅1厨1卫	中楼层 (共8层)	72㎡	平层	暂无数据	板楼	西	框架结构	简装	一梯八户	无	70年	80万	11112元/平米	城关区 大润发 	
2室1厅1厨1卫	中楼层 (共7层)	54㎡	平层	暂无数据	板楼	西	砖混结构	简装	一梯三户	无	70年	103万	19075元/平米	城关区 兰大盘旋路 	
2室1厅1厨1卫	低楼层 (共8层)	81.92㎡	平层	73.8㎡	板楼	南 北	框架结构	简装	一梯三户	无	70年	100万	12208元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	高楼层 (共10层)	118㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	有	70年	150万	12712元/平米	城关区 东部 	
2室2厅1厨1卫	高楼层 (共8层)	107.5㎡	平层	暂无数据	板楼	东 西	框架结构	精装	一梯两户	无	70年	112万	10419元/平米	城关区 二热 	
1室1厅1厨1卫	高楼层 (共10层)	63.44㎡	平层	暂无数据	板楼	东	框架结构	精装	一梯四户	有	70年	82万	12926元/平米	城关区 东部 	
2室2厅1厨1卫	低楼层 (共11层)	102.9㎡	平层	暂无数据	板楼	西南	钢混结构	精装	一梯四户	无	70年	106万	10302元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共6层)	90㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	108万	12000元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共8层)	101.18㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	一梯四户	无	70年	158万	15616元/平米	城关区 东方红广场 	
3室2厅1厨1卫	高楼层 (共9层)	115.38㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯三户	无	70年	110万	9534元/平米	七里河区 吴家园 	
2室1厅1厨1卫	高楼层 (共9层)	76.18㎡	平层	暂无数据	塔楼	东 西	框架结构	简装	一梯四户	无	70年	86万	11290元/平米	城关区 城关区 	
2室1厅1厨1卫	低楼层 (共29层)	98㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯四户	无	70年	149万	15205元/平米	城关区 二热 	
2室1厅1厨1卫	高楼层 (共9层)	60.85㎡	平层	暂无数据	板楼	西	钢混结构	简装	一梯六户	无	70年	75万	12326元/平米	城关区 西关南关 	
2室1厅1厨1卫	中楼层 (共8层)	66.56㎡	平层	暂无数据	板楼	西	框架结构	简装	一梯四户	无	70年	78万	11719元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共11层)	103.94㎡	平层	暂无数据	板塔结合	东 西	框架结构	简装	一梯三户	有	70年	109万	10487元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	高楼层 (共8层)	68.68㎡	暂无数据	暂无数据	板塔结合	东 西	框架结构	简装	一梯两户	无	70年	72.6万	10571元/平米	七里河区 七里河区 	
2室1厅1厨1卫	低楼层 (共7层)	50㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯四户	无	70年	55万	11000元/平米	城关区 二热 	
2室1厅1厨1卫	中楼层 (共6层)	43㎡	平层	暂无数据	板塔结合	南 北	混合结构	精装	一梯三户	无	70年	63万	14652元/平米	城关区 二热 	
3室2厅1厨1卫	中楼层 (共33层)	121㎡	平层	121㎡	板楼	南 北	框架结构	毛坯	两梯四户	有	70年	151万	12480元/平米	城关区 城关区 	
2室2厅1厨1卫	高楼层 (共9层)	84㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	90万	10715元/平米	城关区 东部 	
2室2厅1厨1卫	中楼层 (共33层)	95.9㎡	平层	74.75㎡	板塔结合	东北	框架结构	精装	两梯五户	有	70年	133万	13869元/平米	城关区 东部 	
2室2厅1厨1卫	中楼层 (共34层)	84.82㎡	平层	暂无数据	塔楼	南	钢混结构	精装	两梯四户	有	70年	123.5万	14561元/平米	安宁区 安宁区 	
2室1厅1厨1卫	低楼层 (共6层)	50㎡	平层	暂无数据	板楼	南 北	混合结构	简装	一梯两户	无	70年	68.5万	13700元/平米	城关区 二热 	
2室1厅1厨1卫	低楼层 (共3层)	67㎡	平层	暂无数据	板楼	南	砖混结构	简装	一梯两户	无	70年	90万	13433元/平米	城关区 东方红广场 	
2室1厅1厨1卫	高楼层 (共19层)	58.9㎡	平层	暂无数据	板楼	东	钢混结构	简装	一梯七户	有	70年	88万	14941元/平米	城关区 西关南关 	
1室1厅1厨1卫	高楼层 (共8层)	40㎡	平层	暂无数据	板楼	西	框架结构	简装	一梯五户	无	70年	62万	15500元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共6层)	55.76㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯三户	无	70年	56万	10044元/平米	安宁区 费家营十子 	
2室1厅1厨1卫	高楼层 (共8层)	86.22㎡	平层	暂无数据	暂无数据	南	框架结构	简装	一梯三户	无	70年	94万	10903元/平米	城关区 东部 	
2室2厅1厨1卫	高楼层 (共11层)	101㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯三户	有	70年	110万	10892元/平米	城关区 雁滩高新区 	
3室1厅1厨1卫	高楼层 (共8层)	120㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯两户	无	70年	132万	11000元/平米	安宁区 交大 	
2室1厅1厨1卫	中楼层 (共10层)	86㎡	平层	暂无数据	塔楼	北	框架结构	简装	一梯三户	暂无数据	70年	91万	10582元/平米	七里河区 上西园 	
1室1厅1厨1卫	高楼层 (共7层)	43.38㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯三户	无	70年	54万	12449元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共7层)	91.23㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯三户	无	70年	134万	14689元/平米	城关区 东部 	
2室2厅1厨1卫	中楼层 (共32层)	91㎡	平层	暂无数据	板楼	东北	钢混结构	精装	两梯八户	有	70年	153.8万	16902元/平米	七里河区 仁恒美林郡 	
2室1厅1厨1卫	中楼层 (共8层)	68.53㎡	平层	暂无数据	板楼	东 北	框架结构	简装	一梯四户	无	70年	83万	12112元/平米	城关区 大润发 	
2室2厅1厨1卫	中楼层 (共32层)	87㎡	平层	暂无数据	板楼	东	框架结构	精装	两梯八户	有	70年	170万	19541元/平米	城关区 兰大盘旋路 	
2室2厅1厨1卫	高楼层 (共9层)	83.7㎡	平层	暂无数据	板楼	南 西	框架结构	简装	一梯四户	无	70年	94万	11231元/平米	七里河区 七里河区 	
3室2厅1厨1卫	高楼层 (共8层)	137㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	138万	10073元/平米	城关区 大润发 	
2室1厅1厨1卫	高楼层 (共8层)	61㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	一梯三户	无	70年	88.5万	14509元/平米	城关区 五泉广场 	
1室1厅1厨1卫	高楼层 (共6层)	44.29㎡	平层	暂无数据	板楼	西南	混合结构	简装	一梯两户	无	70年	60万	13548元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共18层)	74㎡	平层	59㎡	板楼	东北	钢混结构	简装	两梯五户	有	70年	135万	18244元/平米	城关区 东方红广场 	
2室1厅1厨1卫	低楼层 (共17层)	93㎡	平层	暂无数据	板楼	东 西	钢结构	精装	一梯三户	有	70年	100万	10753元/平米	七里河区 龚家湾 	
2室1厅1厨1卫	高楼层 (共8层)	61㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯四户	无	70年	86万	14099元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共33层)	105㎡	平层	暂无数据	板塔结合	南	框架结构	毛坯	一梯五户	暂无数据	70年	95万	9048元/平米	七里河区 郑家庄 	
2室2厅1厨1卫	高楼层 (共33层)	95.71㎡	平层	暂无数据	塔楼	西南	钢混结构	精装	两梯五户	有	70年	228万	23822元/平米	城关区 兰大盘旋路 	
1室1厅1厨1卫	高楼层 (共8层)	43.57㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯九户	无	70年	52万	11935元/平米	城关区 西关南关 	
2室2厅1厨1卫	低楼层 (共32层)	96㎡	平层	暂无数据	板楼	南	钢混结构	简装	两梯四户	有	70年	130万	13542元/平米	安宁区 莫高大道 	
2室2厅1厨1卫	高楼层 (共33层)	88㎡	平层	暂无数据	塔楼	南 西	框架结构	精装	一梯五户	有	70年	102万	11591元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共6层)	90.93㎡	平层	暂无数据	暂无数据	东 西	未知结构	简装	一梯两户	无	70年	116万	12758元/平米	安宁区 海关 	
2室1厅1厨1卫	中楼层 (共8层)	58㎡	平层	50.1㎡	板楼	南	框架结构	简装	一梯两户	暂无数据	70年	52万	8966元/平米	城关区 五泉广场 	
2室1厅1厨1卫	低楼层 (共33层)	87㎡	平层	暂无数据	板塔结合	南	框架结构	精装	两梯五户	有	70年	125万	14368元/平米	城关区 东部 	
2室1厅1厨1卫	低楼层 (共27层)	85.52㎡	平层	暂无数据	板楼	西南	钢混结构	精装	一梯六户	无	70年	128万	14968元/平米	七里河区 仁恒美林郡 	
2室1厅1厨1卫	中楼层 (共8层)	85㎡	平层	75㎡	板塔结合	南 北	框架结构	简装	一梯两户	无	70年	95万	11177元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共26层)	102.46㎡	平层	暂无数据	板塔结合	东南	混合结构	其他	两梯八户	有	70年	196万	19130元/平米	城关区 西关南关 	
2室1厅1厨1卫	中楼层 (共8层)	59㎡	暂无数据	暂无数据	暂无数据	南 北	未知结构	简装	一梯两户	无	70年	78万	13221元/平米	城关区 东方红广场 	
2室2厅1厨1卫	高楼层 (共6层)	62.8㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯两户	暂无数据	70年	62万	9873元/平米	西固区 西固区 	
2室2厅1厨1卫	高楼层 (共32层)	108.56㎡	平层	暂无数据	塔楼	南 北	钢混结构	精装	两梯六户	有	70年	192万	17687元/平米	安宁区 安宁区 	
2室2厅1厨1卫	低楼层 (共30层)	104.94㎡	平层	暂无数据	塔楼	南	框架结构	毛坯	两梯五户	有	70年	128万	12198元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	高楼层 (共6层)	85㎡	平层	暂无数据	塔楼	南 北	混合结构	简装	一梯四户	无	70年	88万	10353元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共8层)	44.5㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯五户	无	70年	77万	17304元/平米	城关区 西关南关 	
2室1厅1厨1卫	中楼层 (共32层)	64㎡	平层	暂无数据	板楼	南	钢混结构	毛坯	六梯三十二户	有	50年	70.4万	11000元/平米	安宁区 安宁高新区 	
2室2厅1厨1卫	高楼层 (共34层)	130㎡	平层	暂无数据	板塔结合	南	框架结构	精装	六梯八户	有	70年	348万	26770元/平米	城关区 东方红广场 	
2室1厅1厨1卫	高楼层 (共9层)	64㎡	平层	暂无数据	板楼	东	框架结构	简装	一梯四户	无	70年	160万	25000元/平米	城关区  	
2室1厅1厨1卫	高楼层 (共9层)	67㎡	平层	暂无数据	暂无数据	南	未知结构	简装	一梯四户	无	70年	87万	12986元/平米	七里河区 吴家园 	
2室1厅1厨1卫	低楼层 (共13层)	81.3㎡	平层	62.77㎡	板楼	南	钢混结构	简装	两梯四户	有	70年	110万	13531元/平米	安宁区 海关 	
2室2厅1厨1卫	高楼层 (共33层)	93㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	143万	15377元/平米	安宁区 海关 	
2室2厅1厨1卫	中楼层 (共32层)	95.12㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	两梯四户	有	70年	140万	14719元/平米	安宁区 莫高大道 	
3室2厅1厨2卫	中楼层 (共32层)	154.83㎡	平层	暂无数据	板楼	南 西 北	钢混结构	精装	两梯六户	有	70年	305万	19700元/平米	七里河区 仁恒美林郡 	
2室2厅1厨1卫	高楼层 (共32层)	114㎡	平层	暂无数据	塔楼	东	钢混结构	精装	一梯四户	暂无数据	70年	189万	16579元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共32层)	91.2㎡	平层	暂无数据	塔楼	南	钢混结构	简装	两梯四户	有	70年	90万	9869元/平米	七里河区 郑家庄 	
2室1厅1厨1卫	低楼层 (共16层)	73.59㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯四户	无	70年	88万	11959元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共31层)	90㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	127万	14112元/平米	安宁区 安宁庭院 	
2室1厅1厨1卫	高楼层 (共8层)	65㎡	平层	暂无数据	板楼	南 北	混合结构	简装	一梯三户	无	70年	78.5万	12077元/平米	城关区 五泉广场 	
2室1厅1厨1卫	低楼层 (共6层)	53.14㎡	平层	暂无数据	暂无数据	东 西	未知结构	简装	一梯四户	暂无数据	70年	80万	15055元/平米	七里河区 建工局 	
2室2厅1厨1卫	低楼层 (共27层)	102㎡	平层	暂无数据	板塔结合	西南	框架结构	精装	两梯四户	有	70年	153万	15000元/平米	城关区 黄河北 	
2室1厅1厨1卫	低楼层 (共8层)	84.9㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	106万	12486元/平米	城关区 雁滩高新区 	
2室0厅1厨1卫	高楼层 (共6层)	49.71㎡	平层	暂无数据	板楼	北 南	框架结构	简装	一梯三户	无	70年	59万	11869元/平米	城关区 东部 	
2室1厅1厨1卫	中楼层 (共8层)	60㎡	平层	暂无数据	板楼	西	框架结构	精装	一梯三户	无	70年	70万	11667元/平米	城关区 火车站 	
4室2厅1厨3卫	中楼层 (共32层)	286㎡	平层	暂无数据	板楼	西南	框架结构	毛坯	两梯三户	有	70年	440万	15385元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共14层)	85.39㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯四户	有	70年	107万	12531元/平米	安宁区 安宁庭院 	
3室1厅1厨1卫	中楼层 (共9层)	102㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯三户	无	70年	120万	11765元/平米	城关区 大润发 	
2室0厅1厨1卫	中楼层 (共6层)	48.22㎡	平层	暂无数据	板楼	西	混合结构	简装	一梯三户	无	70年	92万	19080元/平米	城关区 西关南关 	
3室2厅1厨1卫	低楼层 (共32层)	99.61㎡	平层	暂无数据	板楼	南 北	框架结构	精装	两梯六户	有	70年	180万	18071元/平米	城关区 雁滩高新区 	
1室1厅1厨1卫	低楼层 (共8层)	64㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯三户	无	70年	71.5万	11172元/平米	城关区 二热 	
2室2厅1厨1卫	高楼层 (共32层)	93.16㎡	平层	暂无数据	板楼	南	框架结构	毛坯	两梯五户	有	70年	116.4万	12495元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共7层)	50.4㎡	平层	暂无数据	板塔结合	南 北	混合结构	精装	一梯三户	暂无数据	70年	70万	13889元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共8层)	75.15㎡	平层	暂无数据	板塔结合	西	框架结构	简装	一梯三户	无	70年	78.5万	10446元/平米	城关区 二热 	
2室1厅1厨1卫	中楼层 (共33层)	130.67㎡	平层	暂无数据	板塔结合	东北	框架结构	毛坯	四梯十四户	有	70年	261万	19974元/平米	城关区 西关南关 	
2室1厅1厨1卫	中楼层 (共33层)	130.67㎡	平层	暂无数据	板塔结合	东南	框架结构	毛坯	四梯十四户	有	70年	261万	19974元/平米	城关区 西关南关 	
3室1厅1厨1卫	中楼层 (共33层)	140.65㎡	平层	暂无数据	板塔结合	北 南	框架结构	毛坯	四梯十四户	有	70年	276万	19624元/平米	城关区 西关南关 	
2室2厅1厨1卫	低楼层 (共25层)	92㎡	平层	暂无数据	塔楼	东 西	钢混结构	毛坯	两梯八户	有	70年	120万	13044元/平米	七里河区 下西园 	
2室2厅1厨1卫	中楼层 (共10层)	84.14㎡	平层	暂无数据	板塔结合	东南	框架结构	精装	一梯两户	有	70年	105万	12480元/平米	城关区 东部 	
2室1厅1厨1卫	中楼层 (共8层)	66.56㎡	平层	暂无数据	板楼	西	框架结构	精装	一梯四户	无	70年	78万	11719元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	高楼层 (共6层)	100.99㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	有	70年	138万	13665元/平米	城关区 北面滩 	
3室1厅1厨1卫	高楼层 (共8层)	108㎡	平层	暂无数据	板楼	东 西南	框架结构	精装	一梯三户	无	70年	134万	12408元/平米	七里河区 西站 	
2室2厅1厨1卫	低楼层 (共30层)	124㎡	平层	暂无数据	板楼	北 南	钢混结构	精装	一梯三户	无	70年	230万	18549元/平米	城关区 北面滩 	
2室1厅1厨1卫	低楼层 (共32层)	60㎡	平层	暂无数据	塔楼	北	钢混结构	毛坯	两梯六户	有	70年	108万	18000元/平米	七里河区 仁恒美林郡 	
2室1厅1厨1卫	中楼层 (共32层)	61㎡	平层	暂无数据	塔楼	北	钢混结构	毛坯	两梯六户	有	70年	108万	17705元/平米	七里河区 仁恒美林郡 	
1室1厅1厨1卫	高楼层 (共32层)	65㎡	平层	暂无数据	板楼	南	钢混结构	简装	两梯六户	有	70年	92万	14154元/平米	安宁区 莫高大道 	
1室1厅1厨1卫	中楼层 (共5层)	36.99㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	68万	18384元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共33层)	100㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	118万	11800元/平米	安宁区 莫高大道 	
2室1厅1厨1卫	高楼层 (共8层)	76.78㎡	平层	暂无数据	暂无数据	西 南	钢混结构	精装	一梯四户	无	70年	83万	10811元/平米	七里河区 七里河区 	
2室1厅1厨1卫	高楼层 (共6层)	46.5㎡	平层	暂无数据	板楼	南 北	砖混结构	精装	一梯三户	无	70年	180万	38710元/平米	城关区 兰大盘旋路 	
1室1厅1厨1卫	低楼层 (共3层)	38.5㎡	平层	暂无数据	板楼	南	砖混结构	毛坯	一梯四户	无	70年	38万	9871元/平米	城关区 黄河北 	
2室1厅1厨1卫	低楼层 (共8层)	78㎡	平层	暂无数据	平房	南 北	框架结构	简装	一梯三户	无	70年	110万	14103元/平米	城关区 东部 	
2室2厅1厨1卫	高楼层 (共31层)	97.27㎡	平层	暂无数据	板楼	东南	钢混结构	精装	两梯五户	有	70年	132万	13571元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共33层)	93㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	141万	15162元/平米	安宁区 海关 	
2室1厅1厨1卫	低楼层 (共34层)	94㎡	平层	暂无数据	板楼	东南	框架结构	简装	两梯四户	有	70年	110万	11703元/平米	城关区 黄河北 	
2室2厅1厨1卫	中楼层 (共28层)	93.3㎡	平层	暂无数据	板楼	南 北	框架结构	精装	两梯四户	有	70年	148万	15863元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共12层)	91.31㎡	平层	暂无数据	暂无数据	南	未知结构	精装	一梯四户	有	70年	135万	14785元/平米	城关区 二热 	
1室1厅1厨1卫	高楼层 (共9层)	49㎡	平层	暂无数据	板楼	北	钢混结构	简装	一梯五户	无	70年	65万	13266元/平米	城关区 大润发 	
2室2厅1厨1卫	低楼层 (共34层)	94.5㎡	平层	暂无数据	板楼	南	框架结构	毛坯	一梯四户	无	70年	120万	12699元/平米	七里河区 吴家园 	
2室2厅1厨1卫	高楼层 (共29层)	103㎡	平层	暂无数据	板楼	南	框架结构	精装	两梯三户	有	70年	140万	13593元/平米	安宁区 罗马花园 	
2室1厅1厨1卫	高楼层 (共6层)	60㎡	平层	暂无数据	板楼	南 北	砖混结构	毛坯	一梯三户	无	70年	80万	13334元/平米	七里河区 仁恒美林郡 	
