房屋户型	所在楼层	建筑面积	户型结构	套内面积	建筑类型	房屋朝向	建筑结构	装修情况	梯户比例	配备电梯	产权年限	房屋总价	每平米售价	房屋地区
2室1厅1厨1卫	低楼层 (共10层)	111.5㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	精装	一梯四户	有	70年	133万	11929元/平米	城关区 东部 	
2室1厅1厨1卫	高楼层 (共6层)	77.8㎡	暂无数据	暂无数据	板楼	南	框架结构	简装	一梯三户	无	70年	68万	8741元/平米	城关区 九州 	
2室2厅1厨2卫	低楼层 (共12层)	137.22㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯四户	有	70年	195万	14211元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共34层)	110㎡	暂无数据	暂无数据	塔楼	东	框架结构	简装	一梯八户	无	70年	176万	16000元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共9层)	87㎡	暂无数据	暂无数据	板楼	南	框架结构	精装	一梯三户	无	70年	105万	12069元/平米	城关区 西关南关 	
2室1厅1厨1卫	中楼层 (共34层)	80.7㎡	暂无数据	暂无数据	塔楼	南	钢混结构	精装	两梯四户	有	70年	119万	14746元/平米	安宁区 安宁区 	
3室1厅1厨1卫	低楼层 (共24层)	115.37㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	115万	9968元/平米	城关区 碧桂园 	
3室2厅1厨2卫	低楼层 (共6层)	96.01㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯四户	无	70年	92万	9583元/平米	西固区 西固区 	
3室2厅1厨2卫	低楼层 (共26层)	148㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯三户	有	70年	135万	9122元/平米	城关区 碧桂园 	
3室2厅1厨1卫	低楼层 (共10层)	113㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	精装	一梯三户	有	70年	150万	13275元/平米	城关区 东部 	
2室1厅1厨1卫	中楼层 (共8层)	88.75㎡	暂无数据	76.28㎡	板楼	西	框架结构	简装	一梯三户	无	70年	185万	20846元/平米	城关区 兰大盘旋路 	
2室2厅1厨1卫	高楼层 (共18层)	95.56㎡	暂无数据	暂无数据	板楼	东南	框架结构	精装	两梯四户	有	70年	108万	11302元/平米	西固区 西固区 	
2室2厅1厨1卫	高楼层 (共6层)	95.6㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯四户	无	70年	95万	9938元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共18层)	86.76㎡	暂无数据	暂无数据	板楼	南	框架结构	精装	两梯三户	有	70年	95万	10950元/平米	西固区 西固区 	
3室2厅1厨1卫	中楼层 (共28层)	190㎡	暂无数据	190㎡	塔楼	西北	钢混结构	简装	两梯五户	有	70年	268万	14106元/平米	城关区 兰大盘旋路 	
3室2厅1厨2卫	低楼层 (共26层)	154㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯三户	有	70年	210万	13637元/平米	安宁区 罗马花园 	
3室2厅1厨2卫	中楼层 (共26层)	154㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	210万	13637元/平米	安宁区 罗马花园 	
2室2厅1厨1卫	中楼层 (共29层)	103㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	142万	13787元/平米	安宁区 罗马花园 	
3室2厅1厨2卫	低楼层 (共25层)	162㎡	暂无数据	暂无数据	板楼	西南	框架结构	简装	一梯两户	无	70年	200万	12346元/平米	安宁区 罗马花园 	
3室2厅1厨2卫	高楼层 (共30层)	136㎡	暂无数据	104.86㎡	板楼	南 北	钢混结构	精装	两梯三户	有	70年	136万	10000元/平米	城关区 碧桂园 	
4室3厅1厨2卫	高楼层 (共6层)	167㎡	暂无数据	暂无数据	板塔结合	东南	砖混结构	精装	一梯三户	无	70年	185万	11078元/平米	安宁区 海关 	
3室1厅1厨1卫	低楼层 (共8层)	87.5㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	107万	12229元/平米	西固区 西固区 	
2室2厅1厨1卫	中楼层 (共8层)	83.4㎡	暂无数据	暂无数据	板楼	东南	框架结构	简装	一梯两户	无	70年	75万	8993元/平米	城关区 九州 	
2室1厅1厨1卫	低楼层 (共34层)	84㎡	暂无数据	暂无数据	塔楼	南	钢混结构	精装	两梯四户	有	70年	130万	15477元/平米	安宁区 安宁区 	
3室2厅1厨1卫	低楼层 (共34层)	125㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯四户	有	70年	148万	11840元/平米	安宁区 莫高大道 	
2室2厅1厨1卫	低楼层 (共31层)	88.84㎡	暂无数据	暂无数据	板楼	南	框架结构	精装	两梯五户	有	70年	93万	10469元/平米	城关区 火车站 	
2室1厅1厨1卫	中楼层 (共12层)	84㎡	暂无数据	暂无数据	板楼	西	钢混结构	简装	两梯五户	有	70年	120万	14286元/平米	城关区 兰大盘旋路 	
3室2厅1厨2卫	高楼层 (共26层)	137㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	180万	13139元/平米	城关区 碧桂园 	
2室2厅1厨1卫	高楼层 (共12层)	94㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	一梯两户	有	70年	84万	8937元/平米	城关区 九州 	
3室2厅1厨2卫	高楼层 (共18层)	131㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯两户	有	70年	129万	9848元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共7层)	99.54㎡	暂无数据	暂无数据	板楼	东南	框架结构	精装	一梯两户	无	70年	121万	12156元/平米	城关区 二热 	
2室2厅1厨1卫	高楼层 (共18层)	105㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	一梯两户	有	70年	120万	11429元/平米	城关区 九州 	
3室2厅1厨2卫	低楼层 (共26层)	133.48㎡	暂无数据	110.25㎡	板楼	南 北	钢混结构	精装	两梯三户	有	70年	133万	9965元/平米	城关区 碧桂园 	
2室1厅1厨1卫	高楼层 (共9层)	57.44㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	71.6万	12466元/平米	西固区 西固区 	
2室1厅1厨1卫	中楼层 (共28层)	66.09㎡	暂无数据	暂无数据	板楼	南	框架结构	毛坯	一梯五户	有	70年	60万	9079元/平米	城关区 九州 	
2室1厅1厨1卫	中楼层 (共6层)	87㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	77.5万	8909元/平米	城关区 九州 	
3室2厅1厨1卫	低楼层 (共24层)	105.75㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯三户	有	70年	108万	10213元/平米	城关区 碧桂园 	
2室2厅1厨1卫	高楼层 (共35层)	157㎡	暂无数据	暂无数据	塔楼	西南	钢混结构	精装	两梯八户	有	70年	276万	17580元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共24层)	73㎡	暂无数据	暂无数据	板塔结合	东 北	钢混结构	简装	两梯八户	有	70年	93万	12740元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共33层)	91.3㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	119万	13034元/平米	安宁区 罗马花园 	
2室2厅1厨1卫	中楼层 (共32层)	96㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	150万	15625元/平米	安宁区 莫高大道 	
2室2厅0厨2卫	高楼层 (共34层)	129㎡	暂无数据	暂无数据	塔楼	南 北	钢混结构	精装	两梯四户	有	70年	168万	13024元/平米	安宁区 安宁区 	
2室2厅1厨1卫	高楼层 (共8层)	80㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	有	70年	83万	10375元/平米	西固区 西固区 	
3室2厅1厨1卫	低楼层 (共12层)	132㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯四户	有	70年	119万	9016元/平米	西固区 西固区 	
2室1厅1厨1卫	中楼层 (共6层)	56㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	简装	一梯三户	无	70年	73万	13036元/平米	西固区 西固区 	
3室2厅1厨2卫	高楼层 (共7层)	210㎡	暂无数据	暂无数据	板楼	南	框架结构	精装	一梯四户	无	70年	168万	8000元/平米	城关区 九州 	
3室2厅1厨1卫	中楼层 (共8层)	114.51㎡	暂无数据	暂无数据	板楼	南	混合结构	精装	一梯四户	无	70年	136万	11877元/平米	西固区 西固区 	
2室2厅1厨1卫	中楼层 (共33层)	96㎡	暂无数据	暂无数据	板塔结合	南	钢混结构	毛坯	两梯四户	有	70年	115万	11980元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共20层)	97.65㎡	暂无数据	暂无数据	板楼	南	框架结构	毛坯	两梯六户	有	70年	135万	13825元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共32层)	91.43㎡	暂无数据	暂无数据	板塔结合	东北	钢混结构	毛坯	两梯五户	有	70年	105万	11485元/平米	七里河区 西固区 	
2室2厅1厨1卫	中楼层 (共8层)	98㎡	暂无数据	暂无数据	板楼	南 北	框架结构	毛坯	一梯三户	有	70年	85万	8674元/平米	城关区 九州 	
2室1厅1厨1卫	低楼层 (共8层)	89.8㎡	暂无数据	暂无数据	板楼	南	框架结构	简装	一梯三户	无	70年	85万	9466元/平米	西固区 西固区 	
2室1厅1厨1卫	低楼层 (共28层)	91㎡	暂无数据	暂无数据	塔楼	南 北	框架结构	精装	两梯四户	有	70年	89万	9781元/平米	城关区 九州 	
2室2厅1厨1卫	中楼层 (共24层)	113.17㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯四户	有	70年	97万	8572元/平米	城关区 九州 	
2室1厅1厨1卫	高楼层 (共6层)	55.62㎡	暂无数据	暂无数据	板楼	南 北	砖混结构	简装	一梯七户	无	70年	59万	10608元/平米	西固区 西固区 	
2室1厅1厨1卫	中楼层 (共28层)	91㎡	暂无数据	暂无数据	塔楼	南 北	框架结构	精装	两梯四户	有	70年	90万	9891元/平米	城关区 九州 	
2室2厅1厨1卫	低楼层 (共8层)	108.2㎡	暂无数据	暂无数据	板楼	南 北	混合结构	精装	一梯三户	无	70年	97万	8965元/平米	西固区 西固区 	
2室1厅1厨1卫	中楼层 (共6层)	104㎡	暂无数据	暂无数据	板楼	南	框架结构	简装	一梯两户	无	70年	95万	9135元/平米	城关区 九州 	
3室2厅1厨2卫	高楼层 (共26层)	163.5㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯三户	有	70年	220万	13456元/平米	城关区 碧桂园 	
2室1厅1厨1卫	高楼层 (共8层)	89.72㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	简装	一梯三户	无	70年	77万	8583元/平米	七里河区 小西湖 	
3室1厅1厨1卫	低楼层 (共29层)	94㎡	暂无数据	暂无数据	板楼	南	框架结构	精装	一梯四户	无	70年	100万	10639元/平米	城关区 九州 	
2室2厅1厨1卫	中楼层 (共9层)	120㎡	暂无数据	84.5㎡	板楼	南 北	框架结构	简装	一梯三户	无	70年	115万	9584元/平米	七里河区 下西园 	
3室2厅1厨1卫	中楼层 (共30层)	100.6㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	113万	11233元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共33层)	98.99㎡	暂无数据	暂无数据	暂无数据	西南	未知结构	简装	两梯八户	有	70年	102万	10305元/平米	七里河区 小西湖 	
2室3厅1厨1卫	高楼层 (共9层)	110.06㎡	暂无数据	暂无数据	板楼	东	框架结构	简装	一梯两户	无	70年	94万	8541元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共8层)	85㎡	暂无数据	暂无数据	板塔结合	南	钢混结构	精装	一梯两户	无	70年	103万	12118元/平米	七里河区 小西湖 	
2室2厅1厨1卫	中楼层 (共32层)	94.6㎡	暂无数据	暂无数据	板楼	东南	钢混结构	毛坯	两梯六户	有	70年	95万	10043元/平米	城关区 二热 	
2室1厅1厨1卫	低楼层 (共6层)	79㎡	暂无数据	暂无数据	板楼	南	混合结构	精装	一梯三户	无	70年	73万	9241元/平米	城关区 九州 	
2室1厅1厨1卫	中楼层 (共8层)	84.33㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	80万	9487元/平米	西固区 西固区 	
4室2厅1厨2卫	高楼层 (共7层)	156㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	135万	8654元/平米	城关区 九州 	
3室2厅1厨1卫	低楼层 (共26层)	133㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	140万	10527元/平米	城关区 碧桂园 	
3室2厅1厨1卫	低楼层 (共7层)	135㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	简装	一梯四户	无	70年	176.5万	13075元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	低楼层 (共32层)	93㎡	暂无数据	暂无数据	板楼	东 北	框架结构	精装	两梯六户	有	70年	140万	15054元/平米	城关区 黄河北 	
3室1厅1厨1卫	高楼层 (共8层)	90㎡	暂无数据	78.9㎡	板楼	南 北	框架结构	简装	一梯三户	无	70年	78万	8667元/平米	城关区 九州 	
3室1厅1厨1卫	中楼层 (共8层)	102㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	176万	17255元/平米	城关区 兰大盘旋路 	
3室2厅1厨1卫	中楼层 (共27层)	99.82㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯四户	有	70年	95万	9518元/平米	城关区 碧桂园 	
2室2厅1厨1卫	高楼层 (共33层)	95.48㎡	暂无数据	暂无数据	平房	西南	框架结构	简装	三梯八户	有	70年	130万	13616元/平米	七里河区 建工局 	
3室2厅1厨2卫	中楼层 (共18层)	131.46㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯两户	有	70年	130万	9889元/平米	城关区 碧桂园 	
3室2厅1厨2卫	中楼层 (共26层)	136㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	简装	两梯三户	有	70年	138.5万	10184元/平米	城关区 碧桂园 	
4室2厅1厨2卫	低楼层 (共18层)	139.7㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯两户	有	70年	135万	9664元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共26层)	148㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	145万	9798元/平米	城关区 碧桂园 	
2室1厅1厨1卫	高楼层 (共34层)	94.87㎡	暂无数据	暂无数据	暂无数据	南	未知结构	精装	十六梯五户	有	70年	97万	10225元/平米	七里河区 郑家庄 	
2室2厅1厨1卫	中楼层 (共9层)	84.06㎡	暂无数据	暂无数据	板楼	南	框架结构	简装	一梯三户	无	70年	86万	10231元/平米	西固区 西固区 	
2室1厅1厨1卫	高楼层 (共8层)	76㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	52万	6843元/平米	七里河区 金港城 	
3室2厅1厨1卫	高楼层 (共26层)	99㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯三户	有	70年	109万	11011元/平米	城关区 碧桂园 	
2室2厅1厨1卫	低楼层 (共32层)	90㎡	暂无数据	暂无数据	板塔结合	南 西	框架结构	简装	一梯六户	有	70年	113.5万	12612元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	高楼层 (共6层)	85㎡	暂无数据	76.28㎡	板楼	南	砖混结构	精装	一梯三户	无	70年	81万	9530元/平米	西固区 西固区 	
2室1厅1厨1卫	低楼层 (共29层)	88㎡	暂无数据	暂无数据	板楼	南	框架结构	简装	三梯十户	有	70年	85万	9660元/平米	城关区 黄河北 	
3室2厅1厨1卫	低楼层 (共18层)	130㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯三户	有	70年	186万	14308元/平米	安宁区 安宁庭院 	
3室2厅1厨1卫	中楼层 (共52层)	121㎡	暂无数据	暂无数据	板塔结合	南	钢混结构	毛坯	两梯六户	有	70年	175万	14463元/平米	城关区 黄河北 	
2室1厅1厨1卫	高楼层 (共8层)	63㎡	暂无数据	暂无数据	暂无数据	南 北	框架结构	简装	一梯三户	无	70年	61万	9683元/平米	西固区 西固区 	
3室2厅1厨1卫	低楼层 (共26层)	99㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯三户	有	70年	98万	9899元/平米	城关区 碧桂园 	
2室1厅1厨1卫	中楼层 (共8层)	68㎡	暂无数据	暂无数据	板楼	北	框架结构	简装	一梯四户	无	70年	88万	12942元/平米	城关区 五泉广场 	
2室2厅1厨1卫	低楼层 (共26层)	91㎡	暂无数据	暂无数据	板楼	西南	框架结构	简装	两梯六户	有	70年	120万	13187元/平米	七里河区 上西园 	
3室2厅1厨1卫	低楼层 (共33层)	120㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	简装	两梯四户	有	70年	185万	15417元/平米	安宁区 海关 	
2室1厅1厨1卫	低楼层 (共8层)	87.84㎡	暂无数据	暂无数据	板楼	北 南	框架结构	简装	两梯四户	有	70年	245万	27892元/平米	城关区 东方红广场 	
3室2厅1厨1卫	低楼层 (共8层)	115.12㎡	暂无数据	暂无数据	板楼	南 西	混合结构	精装	一梯四户	无	70年	109万	9469元/平米	西固区 西固区 	
2室1厅1厨1卫	中楼层 (共26层)	70.57㎡	暂无数据	暂无数据	板楼	西北	框架结构	简装	两梯八户	有	70年	63万	8928元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共8层)	84.83㎡	暂无数据	暂无数据	板楼	南 北	砖混结构	简装	一梯三户	无	70年	110万	12968元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共9层)	105㎡	暂无数据	暂无数据	板塔结合	东南	框架结构	精装	一梯三户	无	70年	126万	12000元/平米	城关区 西关南关 	
3室2厅1厨1卫	中楼层 (共26层)	99.8㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯三户	有	70年	113万	11323元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共8层)	107㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	115万	10748元/平米	西固区 西固区 	
3室1厅1厨1卫	高楼层 (共30层)	103㎡	暂无数据	暂无数据	板楼	南	框架结构	精装	一梯四户	有	70年	110万	10680元/平米	西固区 西固区 	
3室2厅1厨2卫	低楼层 (共26层)	141.19㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	139万	9845元/平米	城关区 碧桂园 	
2室1厅1厨1卫	高楼层 (共6层)	104㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	102万	9808元/平米	城关区 九州 	
